LESTE,NORTE,BOUG
-50705.046650747,7155441.04757801,-74.7516098022461
-49205.046650747,7155441.04757801,-74.0321731567383
-47705.046650747,7155441.04757801,-73.5405654907227
-46205.046650747,7155441.04757801,-73.9386444091797
-44705.046650747,7155441.04757801,-74.5929565429688
-43205.046650747,7155441.04757801,-75.2775497436523
-41705.046650747,7155441.04757801,-75.6060409545898
-40205.046650747,7155441.04757801,-74.3563461303711
-38705.046650747,7155441.04757801,-72.7492065429688
-37205.046650747,7155441.04757801,-71.1647109985352
-35705.046650747,7155441.04757801,-69.5981140136719
-34205.046650747,7155441.04757801,-68.0185012817383
-32705.046650747,7155441.04757801,-66.6193084716797
-31205.046650747,7155441.04757801,-65.3412857055664
-29705.046650747,7155441.04757801,-64.167366027832
-28205.046650747,7155441.04757801,-63.1102104187012
-26705.046650747,7155441.04757801,-62.2326774597168
-25205.046650747,7155441.04757801,-61.6229095458984
-23705.046650747,7155441.04757801,-61.0772399902344
-22205.046650747,7155441.04757801,-60.3961410522461
-20705.046650747,7155441.04757801,-59.287109375
-19205.046650747,7155441.04757801,-58.2767868041992
-17705.046650747,7155441.04757801,-57.4378929138184
-16205.046650747,7155441.04757801,-56.7866516113281
-14705.046650747,7155441.04757801,-56.5165863037109
-13205.046650747,7155441.04757801,-56.4023971557617
-11705.046650747,7155441.04757801,-56.449592590332
-10205.046650747,7155441.04757801,-56.7137336730957
-8705.04665074695,7155441.04757801,-56.9675788879395
-7205.04665074695,7155441.04757801,-57.1981239318848
-5705.04665074695,7155441.04757801,-57.5426979064941
-4205.04665074695,7155441.04757801,-58.1499862670898
-2705.04665074695,7155441.04757801,-58.8115997314453
-1205.04665074695,7155441.04757801,-59.4122352600098
294.953349253046,7155441.04757801,-59.8801651000977
1794.95334925305,7155441.04757801,-60.1684303283691
3294.95334925305,7155441.04757801,-60.1340065002441
4794.95334925305,7155441.04757801,-60.0352172851563
6294.95334925305,7155441.04757801,-59.9924240112305
7794.95334925305,7155441.04757801,-60.031322479248
9294.95334925305,7155441.04757801,-60.2435760498047
10794.953349253,7155441.04757801,-60.6234359741211
12294.953349253,7155441.04757801,-61.1954765319824
13794.953349253,7155441.04757801,-61.9548377990723
15294.953349253,7155441.04757801,-62.6986465454102
16794.953349253,7155441.04757801,-62.928279876709
18294.953349253,7155441.04757801,-62.8369750976563
19794.953349253,7155441.04757801,-62.7157936096191
21294.953349253,7155441.04757801,-62.7379570007324
22794.953349253,7155441.04757801,-63.0699691772461
24294.953349253,7155441.04757801,-63.7936248779297
25794.953349253,7155441.04757801,-64.5238647460938
27294.953349253,7155441.04757801,-64.8893432617188
28794.953349253,7155441.04757801,-64.6118850708008
30294.953349253,7155441.04757801,-63.6300773620605
31794.953349253,7155441.04757801,-62.4667549133301
33294.953349253,7155441.04757801,-61.6135215759277
34794.953349253,7155441.04757801,-60.9259986877441
36294.953349253,7155441.04757801,-60.4049606323242
37794.953349253,7155441.04757801,-60.120433807373
39294.953349253,7155441.04757801,-60.0138816833496
40794.953349253,7155441.04757801,-59.7320098876953
42294.953349253,7155441.04757801,-59.2374153137207
43794.953349253,7155441.04757801,-58.5382766723633
45294.953349253,7155441.04757801,-57.4383583068848
46794.953349253,7155441.04757801,-55.6824951171875
48294.953349253,7155441.04757801,-53.5940055847168
49794.953349253,7155441.04757801,-54.4326248168945
51294.953349253,7155441.04757801,-54.3542022705078
52794.953349253,7155441.04757801,-54.0631446838379
54294.953349253,7155441.04757801,-54.0401306152344
55794.953349253,7155441.04757801,-53.8693351745605
57294.953349253,7155441.04757801,-52.8682289123535
58794.953349253,7155441.04757801,-51.4506492614746
60294.953349253,7155441.04757801,-49.9543914794922
61794.953349253,7155441.04757801,-48.6100845336914
63294.953349253,7155441.04757801,-47.521354675293
64794.953349253,7155441.04757801,-46.5168380737305
66294.953349253,7155441.04757801,-45.6135940551758
67794.953349253,7155441.04757801,-45.2138595581055
69294.953349253,7155441.04757801,-45.3479385375977
70794.953349253,7155441.04757801,-45.7090263366699
72294.953349253,7155441.04757801,-46.1151390075684
73794.953349253,7155441.04757801,-46.5688705444336
75294.953349253,7155441.04757801,-47.0261192321777
76794.953349253,7155441.04757801,-47.3311042785645
78294.953349253,7155441.04757801,-46.9869613647461
79794.953349253,7155441.04757801,-46.5842170715332
81294.953349253,7155441.04757801,-46.5418243408203
82794.953349253,7155441.04757801,-46.043529510498
84294.953349253,7155441.04757801,-44.0835838317871
85794.953349253,7155441.04757801,-41.2563018798828
87294.953349253,7155441.04757801,-38.1682929992676
88794.953349253,7155441.04757801,-35.0707321166992
90294.953349253,7155441.04757801,-31.995418548584
91794.953349253,7155441.04757801,-28.9440135955811
93294.953349253,7155441.04757801,-25.9955081939697
94794.953349253,7155441.04757801,-23.238245010376
96294.953349253,7155441.04757801,-20.6903133392334
97794.953349253,7155441.04757801,-18.4839649200439
99294.953349253,7155441.04757801,-16.5958213806152
100794.953349253,7155441.04757801,-14.3533210754395
102294.953349253,7155441.04757801,-10.5043792724609
103794.953349253,7155441.04757801,-3.79380893707275
105294.953349253,7155441.04757801,1.38079965114594
106794.953349253,7155441.04757801,2.92272400856018
108294.953349253,7155441.04757801,1.18033087253571
109794.953349253,7155441.04757801,-2.80323529243469
111294.953349253,7155441.04757801,-8.12988376617432
112794.953349253,7155441.04757801,-14.1723260879517
114294.953349253,7155441.04757801,-20.4758682250977
115794.953349253,7155441.04757801,-26.0988674163818
117294.953349253,7155441.04757801,-30.7485637664795
118794.953349253,7155441.04757801,-34.3642196655273
120294.953349253,7155441.04757801,-36.4481353759766
121794.953349253,7155441.04757801,-38.1233329772949
123294.953349253,7155441.04757801,-39.7310562133789
124794.953349253,7155441.04757801,-40.8891983032227
126294.953349253,7155441.04757801,-41.0619888305664
127794.953349253,7155441.04757801,-40.2915191650391
129294.953349253,7155441.04757801,-38.9168128967285
130794.953349253,7155441.04757801,-37.1930961608887
132294.953349253,7155441.04757801,-35.2659530639648
133794.953349253,7155441.04757801,-33.2292594909668
135294.953349253,7155441.04757801,-31.1429443359375
136794.953349253,7155441.04757801,-29.0439872741699
138294.953349253,7155441.04757801,-26.9569778442383
139794.953349253,7155441.04757801,-24.9134216308594
141294.953349253,7155441.04757801,-23.2111339569092
142794.953349253,7155441.04757801,-21.5321006774902
144294.953349253,7155441.04757801,-19.609619140625
145794.953349253,7155441.04757801,-17.4332466125488
147294.953349253,7155441.04757801,-14.3605241775513
148794.953349253,7155441.04757801,-11.1101865768433
150294.953349253,7155441.04757801,-5.60493564605713
151794.953349253,7155441.04757801,2.49105072021484
153294.953349253,7155441.04757801,12.2230911254883
154794.953349253,7155441.04757801,11.3283004760742
156294.953349253,7155441.04757801,8.98265075683594
157794.953349253,7155441.04757801,6.89367914199829
159294.953349253,7155441.04757801,5.09382629394531
160794.953349253,7155441.04757801,3.53087139129639
162294.953349253,7155441.04757801,2.19095182418823
163794.953349253,7155441.04757801,1.06070637702942
165294.953349253,7155441.04757801,0.192352518439293
166794.953349253,7155441.04757801,-0.32223179936409
168294.953349253,7155441.04757801,-0.517337083816528
-127205.046650747,7156941.04757801,-80.1528549194336
-125705.046650747,7156941.04757801,-79.5527114868164
-124205.046650747,7156941.04757801,-78.6053848266602
-122705.046650747,7156941.04757801,-77.537223815918
-121205.046650747,7156941.04757801,-76.9526138305664
-119705.046650747,7156941.04757801,-77.0373458862305
-118205.046650747,7156941.04757801,-77.1781463623047
-116705.046650747,7156941.04757801,-76.2876205444336
-115205.046650747,7156941.04757801,-75.0367050170898
-113705.046650747,7156941.04757801,-74.4189758300781
-112205.046650747,7156941.04757801,-72.0207595825195
-110705.046650747,7156941.04757801,-70.0488433837891
-109205.046650747,7156941.04757801,-72.8343200683594
-107705.046650747,7156941.04757801,-70.6226959228516
-106205.046650747,7156941.04757801,-70.297721862793
-104705.046650747,7156941.04757801,-69.9082412719727
-103205.046650747,7156941.04757801,-68.9594650268555
-101705.046650747,7156941.04757801,-67.4450607299805
-100205.046650747,7156941.04757801,-68.7791290283203
-98705.046650747,7156941.04757801,-67.9868545532227
-97205.046650747,7156941.04757801,-67.5752182006836
-95705.046650747,7156941.04757801,-68.5411987304688
-94205.046650747,7156941.04757801,-69.9686050415039
-92705.046650747,7156941.04757801,-70.8039245605469
-91205.046650747,7156941.04757801,-71.3979568481445
-89705.046650747,7156941.04757801,-71.9566879272461
-88205.046650747,7156941.04757801,-72.7706298828125
-86705.046650747,7156941.04757801,-73.2005767822266
-85205.046650747,7156941.04757801,-73.5166244506836
-83705.046650747,7156941.04757801,-73.9647369384766
-82205.046650747,7156941.04757801,-74.6240234375
-80705.046650747,7156941.04757801,-75.4450531005859
-79205.046650747,7156941.04757801,-76.4586791992188
-77705.046650747,7156941.04757801,-77.3952865600586
-76205.046650747,7156941.04757801,-77.4050979614258
-74705.046650747,7156941.04757801,-76.0883712768555
-73205.046650747,7156941.04757801,-74.5304641723633
-71705.046650747,7156941.04757801,-73.0900039672852
-70205.046650747,7156941.04757801,-72.6469116210938
-68705.046650747,7156941.04757801,-72.6704406738281
-67205.046650747,7156941.04757801,-72.9684829711914
-65705.046650747,7156941.04757801,-73.3699417114258
-64205.046650747,7156941.04757801,-73.8021392822266
-62705.046650747,7156941.04757801,-74.1227798461914
-61205.046650747,7156941.04757801,-74.3545074462891
-59705.046650747,7156941.04757801,-74.6263046264648
-58205.046650747,7156941.04757801,-74.999153137207
-56705.046650747,7156941.04757801,-75.3564682006836
-55205.046650747,7156941.04757801,-75.5640563964844
-53705.046650747,7156941.04757801,-75.5048294067383
-52205.046650747,7156941.04757801,-75.1241302490234
-50705.046650747,7156941.04757801,-74.5289764404297
-49205.046650747,7156941.04757801,-73.9568786621094
-47705.046650747,7156941.04757801,-73.6276931762695
-46205.046650747,7156941.04757801,-73.8545837402344
-44705.046650747,7156941.04757801,-74.359375
-43205.046650747,7156941.04757801,-74.8546524047852
-41705.046650747,7156941.04757801,-74.93505859375
-40205.046650747,7156941.04757801,-74.0590057373047
-38705.046650747,7156941.04757801,-72.8221054077148
-37205.046650747,7156941.04757801,-71.5656585693359
-35705.046650747,7156941.04757801,-70.2691345214844
-34205.046650747,7156941.04757801,-68.8670349121094
-32705.046650747,7156941.04757801,-67.4635009765625
-31205.046650747,7156941.04757801,-66.1026229858398
-29705.046650747,7156941.04757801,-64.7684173583984
-28205.046650747,7156941.04757801,-63.5964965820313
-26705.046650747,7156941.04757801,-62.6955375671387
-25205.046650747,7156941.04757801,-62.0580940246582
-23705.046650747,7156941.04757801,-61.4728012084961
-22205.046650747,7156941.04757801,-60.7355079650879
-20705.046650747,7156941.04757801,-59.7445640563965
-19205.046650747,7156941.04757801,-58.7497367858887
-17705.046650747,7156941.04757801,-57.9855690002441
-16205.046650747,7156941.04757801,-57.3332405090332
-14705.046650747,7156941.04757801,-56.8504409790039
-13205.046650747,7156941.04757801,-56.4918823242188
-11705.046650747,7156941.04757801,-56.2438697814941
-10205.046650747,7156941.04757801,-56.2731742858887
-8705.04665074695,7156941.04757801,-56.220386505127
-7205.04665074695,7156941.04757801,-56.1449928283691
-5705.04665074695,7156941.04757801,-56.2648887634277
-4205.04665074695,7156941.04757801,-57.0464973449707
-2705.04665074695,7156941.04757801,-58.0001525878906
-1205.04665074695,7156941.04757801,-58.9045219421387
294.953349253046,7156941.04757801,-59.6361541748047
1794.95334925305,7156941.04757801,-60.1391754150391
3294.95334925305,7156941.04757801,-59.993278503418
4794.95334925305,7156941.04757801,-59.7936744689941
6294.95334925305,7156941.04757801,-59.6247062683105
7794.95334925305,7156941.04757801,-59.5079612731934
9294.95334925305,7156941.04757801,-59.578311920166
10794.953349253,7156941.04757801,-59.7806053161621
12294.953349253,7156941.04757801,-60.0748519897461
13794.953349253,7156941.04757801,-60.6892166137695
15294.953349253,7156941.04757801,-61.465461730957
16794.953349253,7156941.04757801,-61.6431350708008
18294.953349253,7156941.04757801,-61.6303558349609
19794.953349253,7156941.04757801,-61.6525039672852
21294.953349253,7156941.04757801,-61.849250793457
22794.953349253,7156941.04757801,-62.4194717407227
24294.953349253,7156941.04757801,-63.3236503601074
25794.953349253,7156941.04757801,-64.1249389648438
27294.953349253,7156941.04757801,-64.3276672363281
28794.953349253,7156941.04757801,-63.6752433776855
30294.953349253,7156941.04757801,-62.280834197998
31794.953349253,7156941.04757801,-60.8813667297363
33294.953349253,7156941.04757801,-60.4085083007813
34794.953349253,7156941.04757801,-60.376708984375
36294.953349253,7156941.04757801,-60.5624656677246
37794.953349253,7156941.04757801,-60.9369773864746
39294.953349253,7156941.04757801,-61.2726783752441
40794.953349253,7156941.04757801,-60.8319778442383
42294.953349253,7156941.04757801,-60.1123886108398
43794.953349253,7156941.04757801,-59.3316421508789
45294.953349253,7156941.04757801,-58.2352142333984
46794.953349253,7156941.04757801,-56.7112846374512
48294.953349253,7156941.04757801,-54.9765243530273
49794.953349253,7156941.04757801,-54.2424774169922
51294.953349253,7156941.04757801,-54.0606117248535
52794.953349253,7156941.04757801,-53.797679901123
54294.953349253,7156941.04757801,-53.9040870666504
55794.953349253,7156941.04757801,-53.9464950561523
57294.953349253,7156941.04757801,-53.0822944641113
58794.953349253,7156941.04757801,-51.745662689209
60294.953349253,7156941.04757801,-50.328182220459
61794.953349253,7156941.04757801,-49.034252166748
63294.953349253,7156941.04757801,-47.9408760070801
64794.953349253,7156941.04757801,-46.8771324157715
66294.953349253,7156941.04757801,-45.998592376709
67794.953349253,7156941.04757801,-45.4206962585449
69294.953349253,7156941.04757801,-45.1300201416016
70794.953349253,7156941.04757801,-44.9720916748047
72294.953349253,7156941.04757801,-44.9622764587402
73794.953349253,7156941.04757801,-45.3182067871094
75294.953349253,7156941.04757801,-46.1147346496582
76794.953349253,7156941.04757801,-46.6180839538574
78294.953349253,7156941.04757801,-46.5407981872559
79794.953349253,7156941.04757801,-46.4678077697754
81294.953349253,7156941.04757801,-46.7526245117188
82794.953349253,7156941.04757801,-46.3806419372559
84294.953349253,7156941.04757801,-43.8518829345703
85794.953349253,7156941.04757801,-40.9189910888672
87294.953349253,7156941.04757801,-38.0082893371582
88794.953349253,7156941.04757801,-35.1344108581543
90294.953349253,7156941.04757801,-32.2418174743652
91794.953349253,7156941.04757801,-29.3255023956299
93294.953349253,7156941.04757801,-26.4798526763916
94794.953349253,7156941.04757801,-23.8320217132568
96294.953349253,7156941.04757801,-21.4378185272217
97794.953349253,7156941.04757801,-19.3845558166504
99294.953349253,7156941.04757801,-17.649299621582
100794.953349253,7156941.04757801,-15.6631498336792
102294.953349253,7156941.04757801,-12.3123741149902
103794.953349253,7156941.04757801,-7.36239910125732
105294.953349253,7156941.04757801,-3.20807409286499
106794.953349253,7156941.04757801,-1.52942323684692
108294.953349253,7156941.04757801,-2.47200751304626
109794.953349253,7156941.04757801,-5.45386743545532
111294.953349253,7156941.04757801,-9.80767345428467
112794.953349253,7156941.04757801,-15.3614196777344
114294.953349253,7156941.04757801,-20.8330039978027
115794.953349253,7156941.04757801,-25.0828227996826
117294.953349253,7156941.04757801,-28.6487712860107
118794.953349253,7156941.04757801,-30.9539222717285
120294.953349253,7156941.04757801,-32.6409721374512
121794.953349253,7156941.04757801,-34.3833045959473
123294.953349253,7156941.04757801,-36.7646522521973
124794.953349253,7156941.04757801,-38.6203498840332
126294.953349253,7156941.04757801,-39.2502975463867
127794.953349253,7156941.04757801,-38.5774536132813
129294.953349253,7156941.04757801,-37.2045478820801
130794.953349253,7156941.04757801,-35.5428695678711
132294.953349253,7156941.04757801,-33.7804756164551
133794.953349253,7156941.04757801,-31.9896621704102
135294.953349253,7156941.04757801,-30.2076435089111
136794.953349253,7156941.04757801,-28.4530487060547
138294.953349253,7156941.04757801,-26.759729385376
139794.953349253,7156941.04757801,-25.2326259613037
141294.953349253,7156941.04757801,-23.654691696167
142794.953349253,7156941.04757801,-21.7428073883057
144294.953349253,7156941.04757801,-19.7886142730713
145794.953349253,7156941.04757801,-17.7804698944092
147294.953349253,7156941.04757801,-13.8399505615234
148794.953349253,7156941.04757801,-9.70436859130859
150294.953349253,7156941.04757801,-4.31587505340576
151794.953349253,7156941.04757801,2.00741505622864
153294.953349253,7156941.04757801,7.2424955368042
154794.953349253,7156941.04757801,5.94372367858887
156294.953349253,7156941.04757801,4.56269407272339
157794.953349253,7156941.04757801,3.4976065158844
159294.953349253,7156941.04757801,2.47709655761719
160794.953349253,7156941.04757801,1.44553542137146
162294.953349253,7156941.04757801,0.400532335042953
163794.953349253,7156941.04757801,-0.686307787895203
165294.953349253,7156941.04757801,-1.56502604484558
166794.953349253,7156941.04757801,-2.07014751434326
168294.953349253,7156941.04757801,-2.18756699562073
169794.953349253,7156941.04757801,-1.99888432025909
-127205.046650747,7158441.04757801,-81.3213882446289
-125705.046650747,7158441.04757801,-80.6813735961914
-124205.046650747,7158441.04757801,-79.7736892700195
-122705.046650747,7158441.04757801,-78.7170867919922
-121205.046650747,7158441.04757801,-77.9685897827148
-119705.046650747,7158441.04757801,-77.6675567626953
-118205.046650747,7158441.04757801,-77.5746841430664
-116705.046650747,7158441.04757801,-77.2030181884766
-115205.046650747,7158441.04757801,-76.6098022460938
-113705.046650747,7158441.04757801,-75.9816818237305
-112205.046650747,7158441.04757801,-72.6567230224609
-110705.046650747,7158441.04757801,-71.5833435058594
-109205.046650747,7158441.04757801,-72.7550048828125
-107705.046650747,7158441.04757801,-71.9323272705078
-106205.046650747,7158441.04757801,-70.9819412231445
-104705.046650747,7158441.04757801,-70.3365631103516
-103205.046650747,7158441.04757801,-69.704719543457
-101705.046650747,7158441.04757801,-67.9429626464844
-100205.046650747,7158441.04757801,-67.6838836669922
-98705.046650747,7158441.04757801,-66.8978500366211
-97205.046650747,7158441.04757801,-66.4223403930664
-95705.046650747,7158441.04757801,-68.0016860961914
-94205.046650747,7158441.04757801,-70.0745086669922
-92705.046650747,7158441.04757801,-70.9052124023438
-91205.046650747,7158441.04757801,-71.5646743774414
-89705.046650747,7158441.04757801,-71.8609313964844
-88205.046650747,7158441.04757801,-72.9968109130859
-86705.046650747,7158441.04757801,-73.2395248413086
-85205.046650747,7158441.04757801,-73.2863388061523
-83705.046650747,7158441.04757801,-73.5888900756836
-82205.046650747,7158441.04757801,-74.247184753418
-80705.046650747,7158441.04757801,-75.0579528808594
-79205.046650747,7158441.04757801,-76.0697479248047
-77705.046650747,7158441.04757801,-76.8696670532227
-76205.046650747,7158441.04757801,-76.9559173583984
-74705.046650747,7158441.04757801,-75.9952392578125
-73205.046650747,7158441.04757801,-75.0230407714844
-71705.046650747,7158441.04757801,-74.13623046875
-70205.046650747,7158441.04757801,-72.7114868164063
-68705.046650747,7158441.04757801,-72.5438461303711
-67205.046650747,7158441.04757801,-73.1676635742188
-65705.046650747,7158441.04757801,-74.022087097168
-64205.046650747,7158441.04757801,-74.4972076416016
-62705.046650747,7158441.04757801,-74.6756286621094
-61205.046650747,7158441.04757801,-74.7522583007813
-59705.046650747,7158441.04757801,-74.8429794311523
-58205.046650747,7158441.04757801,-75.1271896362305
-56705.046650747,7158441.04757801,-75.3495635986328
-55205.046650747,7158441.04757801,-75.4086837768555
-53705.046650747,7158441.04757801,-75.2606353759766
-52205.046650747,7158441.04757801,-74.8934173583984
-50705.046650747,7158441.04757801,-74.4233169555664
-49205.046650747,7158441.04757801,-74.0164566040039
-47705.046650747,7158441.04757801,-73.750373840332
-46205.046650747,7158441.04757801,-73.795654296875
-44705.046650747,7158441.04757801,-74.0419921875
-43205.046650747,7158441.04757801,-74.2645950317383
-41705.046650747,7158441.04757801,-74.1731719970703
-40205.046650747,7158441.04757801,-73.5894470214844
-38705.046650747,7158441.04757801,-72.7842483520508
-37205.046650747,7158441.04757801,-71.9420166015625
-35705.046650747,7158441.04757801,-70.9674072265625
-34205.046650747,7158441.04757801,-69.7515335083008
-32705.046650747,7158441.04757801,-68.3656311035156
-31205.046650747,7158441.04757801,-66.8996047973633
-29705.046650747,7158441.04757801,-65.3741760253906
-28205.046650747,7158441.04757801,-64.0037078857422
-26705.046650747,7158441.04757801,-63.0443916320801
-25205.046650747,7158441.04757801,-62.414478302002
-23705.046650747,7158441.04757801,-61.8579635620117
-22205.046650747,7158441.04757801,-61.1811218261719
-20705.046650747,7158441.04757801,-60.3013877868652
-19205.046650747,7158441.04757801,-59.4927444458008
-17705.046650747,7158441.04757801,-58.8665466308594
-16205.046650747,7158441.04757801,-58.1993026733398
-14705.046650747,7158441.04757801,-57.5665893554688
-13205.046650747,7158441.04757801,-57.0298080444336
-11705.046650747,7158441.04757801,-56.618480682373
-10205.046650747,7158441.04757801,-56.3002548217773
-8705.04665074695,7158441.04757801,-55.9233436584473
-7205.04665074695,7158441.04757801,-55.5920867919922
-5705.04665074695,7158441.04757801,-55.6115951538086
-4205.04665074695,7158441.04757801,-56.2827529907227
-2705.04665074695,7158441.04757801,-57.2880706787109
-1205.04665074695,7158441.04757801,-58.2913513183594
294.953349253046,7158441.04757801,-59.077075958252
1794.95334925305,7158441.04757801,-59.5310249328613
3294.95334925305,7158441.04757801,-59.5344886779785
4794.95334925305,7158441.04757801,-59.3604965209961
6294.95334925305,7158441.04757801,-59.0577735900879
7794.95334925305,7158441.04757801,-58.7312049865723
9294.95334925305,7158441.04757801,-58.6709442138672
10794.953349253,7158441.04757801,-58.5845603942871
12294.953349253,7158441.04757801,-58.5662879943848
13794.953349253,7158441.04757801,-58.9619255065918
15294.953349253,7158441.04757801,-59.6394004821777
16794.953349253,7158441.04757801,-60.0219612121582
18294.953349253,7158441.04757801,-60.2246513366699
19794.953349253,7158441.04757801,-60.4147605895996
21294.953349253,7158441.04757801,-60.7797088623047
22794.953349253,7158441.04757801,-61.5199851989746
24294.953349253,7158441.04757801,-62.5314750671387
25794.953349253,7158441.04757801,-63.4385185241699
27294.953349253,7158441.04757801,-63.4675140380859
28794.953349253,7158441.04757801,-62.62060546875
30294.953349253,7158441.04757801,-61.074821472168
31794.953349253,7158441.04757801,-59.4897804260254
33294.953349253,7158441.04757801,-59.587474822998
34794.953349253,7158441.04757801,-60.0986175537109
36294.953349253,7158441.04757801,-60.7608261108398
37794.953349253,7158441.04757801,-61.5983619689941
39294.953349253,7158441.04757801,-62.3592796325684
40794.953349253,7158441.04757801,-61.6936645507813
42294.953349253,7158441.04757801,-60.9071617126465
43794.953349253,7158441.04757801,-60.296314239502
45294.953349253,7158441.04757801,-59.4330291748047
46794.953349253,7158441.04757801,-58.5522193908691
48294.953349253,7158441.04757801,-57.6592254638672
49794.953349253,7158441.04757801,-56.9254951477051
51294.953349253,7158441.04757801,-55.4074287414551
52794.953349253,7158441.04757801,-54.1722450256348
54294.953349253,7158441.04757801,-54.1800651550293
55794.953349253,7158441.04757801,-54.7372741699219
57294.953349253,7158441.04757801,-53.7949714660645
58794.953349253,7158441.04757801,-52.3289337158203
60294.953349253,7158441.04757801,-50.8537216186523
61794.953349253,7158441.04757801,-49.5305480957031
63294.953349253,7158441.04757801,-48.4125175476074
64794.953349253,7158441.04757801,-47.4607887268066
66294.953349253,7158441.04757801,-46.5839729309082
67794.953349253,7158441.04757801,-45.7472343444824
69294.953349253,7158441.04757801,-44.9686050415039
70794.953349253,7158441.04757801,-44.2726593017578
72294.953349253,7158441.04757801,-43.8468017578125
73794.953349253,7158441.04757801,-44.0587997436523
75294.953349253,7158441.04757801,-44.9649543762207
76794.953349253,7158441.04757801,-45.7279319763184
78294.953349253,7158441.04757801,-45.6618347167969
79794.953349253,7158441.04757801,-45.4548263549805
81294.953349253,7158441.04757801,-45.8359375
82794.953349253,7158441.04757801,-44.9977874755859
84294.953349253,7158441.04757801,-42.7340621948242
85794.953349253,7158441.04757801,-40.1155586242676
87294.953349253,7158441.04757801,-37.5136680603027
88794.953349253,7158441.04757801,-34.9141998291016
90294.953349253,7158441.04757801,-32.2507019042969
91794.953349253,7158441.04757801,-29.5338325500488
93294.953349253,7158441.04757801,-26.8891620635986
94794.953349253,7158441.04757801,-24.4783477783203
96294.953349253,7158441.04757801,-22.3553848266602
97794.953349253,7158441.04757801,-20.587215423584
99294.953349253,7158441.04757801,-19.3537063598633
100794.953349253,7158441.04757801,-18.2281589508057
102294.953349253,7158441.04757801,-15.8988437652588
103794.953349253,7158441.04757801,-12.0532417297363
105294.953349253,7158441.04757801,-8.38244152069092
106794.953349253,7158441.04757801,-6.42397928237915
108294.953349253,7158441.04757801,-6.60552835464478
109794.953349253,7158441.04757801,-8.64384460449219
111294.953349253,7158441.04757801,-12.523455619812
112794.953349253,7158441.04757801,-17.4538917541504
114294.953349253,7158441.04757801,-20.9409236907959
115794.953349253,7158441.04757801,-23.7430458068848
117294.953349253,7158441.04757801,-26.7038326263428
118794.953349253,7158441.04757801,-28.1465167999268
120294.953349253,7158441.04757801,-29.499002456665
121794.953349253,7158441.04757801,-31.5962238311768
123294.953349253,7158441.04757801,-34.6976089477539
124794.953349253,7158441.04757801,-37.5097236633301
126294.953349253,7158441.04757801,-37.924919128418
127794.953349253,7158441.04757801,-36.9145736694336
129294.953349253,7158441.04757801,-35.3814353942871
130794.953349253,7158441.04757801,-33.7723426818848
132294.953349253,7158441.04757801,-32.2220001220703
133794.953349253,7158441.04757801,-30.7460403442383
135294.953349253,7158441.04757801,-29.3196258544922
136794.953349253,7158441.04757801,-27.9620933532715
138294.953349253,7158441.04757801,-26.7577819824219
139794.953349253,7158441.04757801,-25.6058807373047
141294.953349253,7158441.04757801,-23.7310829162598
142794.953349253,7158441.04757801,-21.4394836425781
144294.953349253,7158441.04757801,-18.6366443634033
145794.953349253,7158441.04757801,-14.6648302078247
147294.953349253,7158441.04757801,-12.1861429214478
148794.953349253,7158441.04757801,-8.97408676147461
150294.953349253,7158441.04757801,-4.8200159072876
151794.953349253,7158441.04757801,-0.818045198917389
153294.953349253,7158441.04757801,1.09628880023956
154794.953349253,7158441.04757801,-0.747657537460327
156294.953349253,7158441.04757801,-0.982356786727905
157794.953349253,7158441.04757801,-0.610370695590973
159294.953349253,7158441.04757801,-0.475908219814301
160794.953349253,7158441.04757801,-0.725067794322968
162294.953349253,7158441.04757801,-1.37230968475342
163794.953349253,7158441.04757801,-2.43685674667358
165294.953349253,7158441.04757801,-3.22115588188171
166794.953349253,7158441.04757801,-3.720618724823
168294.953349253,7158441.04757801,-3.85645771026611
169794.953349253,7158441.04757801,-3.60362505912781
171294.953349253,7158441.04757801,-3.10090041160584
-127205.046650747,7159941.04757801,-82.3468322753906
-125705.046650747,7159941.04757801,-81.7843017578125
-124205.046650747,7159941.04757801,-81.0036697387695
-122705.046650747,7159941.04757801,-79.926139831543
-121205.046650747,7159941.04757801,-78.9727096557617
-119705.046650747,7159941.04757801,-78.3034057617188
-118205.046650747,7159941.04757801,-77.8955688476563
-116705.046650747,7159941.04757801,-77.4353942871094
-115205.046650747,7159941.04757801,-76.712776184082
-113705.046650747,7159941.04757801,-75.679084777832
-112205.046650747,7159941.04757801,-73.9872589111328
-110705.046650747,7159941.04757801,-73.6147308349609
-109205.046650747,7159941.04757801,-73.8656311035156
-107705.046650747,7159941.04757801,-72.7958068847656
-106205.046650747,7159941.04757801,-71.4020004272461
-104705.046650747,7159941.04757801,-70.1877288818359
-103205.046650747,7159941.04757801,-69.0354156494141
-101705.046650747,7159941.04757801,-67.6172332763672
-100205.046650747,7159941.04757801,-66.918701171875
-98705.046650747,7159941.04757801,-66.4661026000977
-97205.046650747,7159941.04757801,-66.5496597290039
-95705.046650747,7159941.04757801,-67.9055709838867
-94205.046650747,7159941.04757801,-69.6579666137695
-92705.046650747,7159941.04757801,-70.7816314697266
-91205.046650747,7159941.04757801,-71.8938217163086
-89705.046650747,7159941.04757801,-71.4375457763672
-88205.046650747,7159941.04757801,-72.6381607055664
-86705.046650747,7159941.04757801,-73.1362075805664
