LESTE,NORTE,BOUG
105294.953349253,7120941.04757801,-33.432674407959
106794.953349253,7120941.04757801,-35.0473823547363
108294.953349253,7120941.04757801,-35.7675590515137
109794.953349253,7120941.04757801,-35.8108978271484
111294.953349253,7120941.04757801,-36.018367767334
112794.953349253,7120941.04757801,-34.8179130554199
114294.953349253,7120941.04757801,-39.5990028381348
115794.953349253,7120941.04757801,-43.8285827636719
117294.953349253,7120941.04757801,-46.3525314331055
118794.953349253,7120941.04757801,-46.7409172058105
120294.953349253,7120941.04757801,-46.2194290161133
121794.953349253,7120941.04757801,-45.608039855957
123294.953349253,7120941.04757801,-45.2120971679688
124794.953349253,7120941.04757801,-44.8055877685547
126294.953349253,7120941.04757801,-44.1910247802734
127794.953349253,7120941.04757801,-43.4088706970215
129294.953349253,7120941.04757801,-43.2991371154785
130794.953349253,7120941.04757801,-43.229175567627
132294.953349253,7120941.04757801,-43.032787322998
133794.953349253,7120941.04757801,-42.5340805053711
135294.953349253,7120941.04757801,-40.5985641479492
136794.953349253,7120941.04757801,-33.5116958618164
138294.953349253,7120941.04757801,-20.470006942749
139794.953349253,7120941.04757801,-8.00331020355225
141294.953349253,7120941.04757801,-4.16793775558472
142794.953349253,7120941.04757801,-3.6412091255188
144294.953349253,7120941.04757801,-4.14275693893433
145794.953349253,7120941.04757801,-5.0940260887146
147294.953349253,7120941.04757801,-6.26683807373047
148794.953349253,7120941.04757801,-7.43914079666138
150294.953349253,7120941.04757801,-8.43430137634277
151794.953349253,7120941.04757801,-9.17558670043945
153294.953349253,7120941.04757801,-9.66862106323242
154794.953349253,7120941.04757801,-9.94928550720215
156294.953349253,7120941.04757801,-10.0663738250732
157794.953349253,7120941.04757801,-10.0615243911743
159294.953349253,7120941.04757801,-9.97619152069092
160794.953349253,7120941.04757801,-9.84184741973877
162294.953349253,7120941.04757801,-9.69045639038086
-127205.046650747,7122441.04757801,-71.5032272338867
-125705.046650747,7122441.04757801,-71.0882110595703
-124205.046650747,7122441.04757801,-70.7875671386719
-122705.046650747,7122441.04757801,-70.6332168579102
-121205.046650747,7122441.04757801,-70.3066635131836
-119705.046650747,7122441.04757801,-70.0742034912109
-118205.046650747,7122441.04757801,-69.9788665771484
-116705.046650747,7122441.04757801,-70.0344161987305
-115205.046650747,7122441.04757801,-70.2251663208008
-113705.046650747,7122441.04757801,-70.5183029174805
-112205.046650747,7122441.04757801,-70.8763198852539
-110705.046650747,7122441.04757801,-71.2758026123047
-109205.046650747,7122441.04757801,-71.700813293457
-107705.046650747,7122441.04757801,-72.1460723876953
-106205.046650747,7122441.04757801,-72.6138763427734
-104705.046650747,7122441.04757801,-73.1160202026367
-103205.046650747,7122441.04757801,-73.666015625
-101705.046650747,7122441.04757801,-74.2741394042969
-100205.046650747,7122441.04757801,-74.9505233764648
-98705.046650747,7122441.04757801,-75.68701171875
-97205.046650747,7122441.04757801,-76.4197769165039
-95705.046650747,7122441.04757801,-77.0845718383789
-94205.046650747,7122441.04757801,-77.6646957397461
-92705.046650747,7122441.04757801,-78.0371322631836
-91205.046650747,7122441.04757801,-77.4209899902344
-89705.046650747,7122441.04757801,-76.7467422485352
-88205.046650747,7122441.04757801,-76.0264587402344
-86705.046650747,7122441.04757801,-75.0546264648438
-85205.046650747,7122441.04757801,-73.7907638549805
-83705.046650747,7122441.04757801,-74.8725433349609
-82205.046650747,7122441.04757801,-75.5972061157227
-80705.046650747,7122441.04757801,-75.8702545166016
-79205.046650747,7122441.04757801,-76.3561019897461
-77705.046650747,7122441.04757801,-77.2136688232422
-76205.046650747,7122441.04757801,-78.2957305908203
-74705.046650747,7122441.04757801,-79.8212432861328
-73205.046650747,7122441.04757801,-81.3158645629883
-71705.046650747,7122441.04757801,-82.3747787475586
-70205.046650747,7122441.04757801,-83.1583938598633
-68705.046650747,7122441.04757801,-84.1259689331055
-67205.046650747,7122441.04757801,-85.0578079223633
-65705.046650747,7122441.04757801,-86.1220397949219
-64205.046650747,7122441.04757801,-86.9977188110352
-62705.046650747,7122441.04757801,-87.2618179321289
-61205.046650747,7122441.04757801,-87.0154037475586
-59705.046650747,7122441.04757801,-86.4598007202148
-58205.046650747,7122441.04757801,-85.7579345703125
-56705.046650747,7122441.04757801,-84.8908767700195
-55205.046650747,7122441.04757801,-83.8625411987305
-53705.046650747,7122441.04757801,-82.6485443115234
-52205.046650747,7122441.04757801,-81.2791213989258
-50705.046650747,7122441.04757801,-79.7243194580078
-49205.046650747,7122441.04757801,-78.3126220703125
-47705.046650747,7122441.04757801,-77.1093902587891
-46205.046650747,7122441.04757801,-75.9916915893555
-44705.046650747,7122441.04757801,-75.1131820678711
-43205.046650747,7122441.04757801,-74.8770751953125
-41705.046650747,7122441.04757801,-75.1050720214844
-40205.046650747,7122441.04757801,-75.0299758911133
-38705.046650747,7122441.04757801,-74.0227279663086
-37205.046650747,7122441.04757801,-75.2016143798828
-35705.046650747,7122441.04757801,-76.6803588867188
-34205.046650747,7122441.04757801,-77.9298934936523
-32705.046650747,7122441.04757801,-78.6947250366211
-31205.046650747,7122441.04757801,-78.704345703125
-29705.046650747,7122441.04757801,-78.2757186889648
-28205.046650747,7122441.04757801,-77.6536102294922
-26705.046650747,7122441.04757801,-77.0329666137695
-25205.046650747,7122441.04757801,-76.6147537231445
-23705.046650747,7122441.04757801,-76.4033966064453
-22205.046650747,7122441.04757801,-76.3083419799805
-20705.046650747,7122441.04757801,-76.2723388671875
-19205.046650747,7122441.04757801,-76.420768737793
-17705.046650747,7122441.04757801,-76.6737442016602
-16205.046650747,7122441.04757801,-76.8268890380859
-14705.046650747,7122441.04757801,-76.5381164550781
-13205.046650747,7122441.04757801,-75.6243209838867
-11705.046650747,7122441.04757801,-74.1352081298828
-10205.046650747,7122441.04757801,-72.6125259399414
-8705.04665074695,7122441.04757801,-71.6386566162109
-7205.04665074695,7122441.04757801,-71.2304000854492
-5705.04665074695,7122441.04757801,-71.2155227661133
-4205.04665074695,7122441.04757801,-71.4206619262695
-2705.04665074695,7122441.04757801,-71.6838226318359
-1205.04665074695,7122441.04757801,-71.9275894165039
294.953349253046,7122441.04757801,-72.0852890014648
1794.95334925305,7122441.04757801,-72.0020523071289
3294.95334925305,7122441.04757801,-71.56494140625
4794.95334925305,7122441.04757801,-70.5693588256836
6294.95334925305,7122441.04757801,-69.2245254516602
7794.95334925305,7122441.04757801,-67.8362884521484
9294.95334925305,7122441.04757801,-66.7295455932617
10794.953349253,7122441.04757801,-66.3587951660156
12294.953349253,7122441.04757801,-66.2824401855469
13794.953349253,7122441.04757801,-66.2490844726563
15294.953349253,7122441.04757801,-66.0106964111328
16794.953349253,7122441.04757801,-65.0798721313477
18294.953349253,7122441.04757801,-64.0533981323242
19794.953349253,7122441.04757801,-62.9826393127441
21294.953349253,7122441.04757801,-62.0038719177246
22794.953349253,7122441.04757801,-61.1871032714844
24294.953349253,7122441.04757801,-60.6292419433594
25794.953349253,7122441.04757801,-60.2611923217773
27294.953349253,7122441.04757801,-59.777660369873
28794.953349253,7122441.04757801,-58.0950736999512
30294.953349253,7122441.04757801,-56.3364448547363
31794.953349253,7122441.04757801,-54.7659797668457
33294.953349253,7122441.04757801,-53.4593315124512
34794.953349253,7122441.04757801,-52.9347877502441
36294.953349253,7122441.04757801,-52.7236633300781
37794.953349253,7122441.04757801,-52.2643623352051
39294.953349253,7122441.04757801,-52.0953598022461
40794.953349253,7122441.04757801,-52.4680862426758
42294.953349253,7122441.04757801,-53.2864418029785
43794.953349253,7122441.04757801,-54.1571273803711
45294.953349253,7122441.04757801,-54.7289886474609
46794.953349253,7122441.04757801,-55.2205238342285
48294.953349253,7122441.04757801,-55.8701286315918
49794.953349253,7122441.04757801,-56.656566619873
51294.953349253,7122441.04757801,-56.9349136352539
52794.953349253,7122441.04757801,-57.9456214904785
54294.953349253,7122441.04757801,-59.8961067199707
55794.953349253,7122441.04757801,-62.3539962768555
57294.953349253,7122441.04757801,-64.8156433105469
58794.953349253,7122441.04757801,-67.0003433227539
60294.953349253,7122441.04757801,-68.8739395141602
61794.953349253,7122441.04757801,-70.4295196533203
63294.953349253,7122441.04757801,-71.5694732666016
64794.953349253,7122441.04757801,-72.0667572021484
66294.953349253,7122441.04757801,-71.959716796875
67794.953349253,7122441.04757801,-71.1801834106445
69294.953349253,7122441.04757801,-69.8297271728516
70794.953349253,7122441.04757801,-68.1384201049805
72294.953349253,7122441.04757801,-66.4787750244141
73794.953349253,7122441.04757801,-64.6539840698242
75294.953349253,7122441.04757801,-62.1267013549805
76794.953349253,7122441.04757801,-58.9272842407227
78294.953349253,7122441.04757801,-54.408390045166
79794.953349253,7122441.04757801,-49.9343414306641
81294.953349253,7122441.04757801,-45.8332977294922
82794.953349253,7122441.04757801,-41.7650032043457
84294.953349253,7122441.04757801,-37.4535713195801
85794.953349253,7122441.04757801,-33.6844100952148
87294.953349253,7122441.04757801,-31.2152976989746
88794.953349253,7122441.04757801,-29.769380569458
90294.953349253,7122441.04757801,-28.9716644287109
91794.953349253,7122441.04757801,-28.5593776702881
93294.953349253,7122441.04757801,-28.2741584777832
94794.953349253,7122441.04757801,-28.1374473571777
96294.953349253,7122441.04757801,-28.0404529571533
97794.953349253,7122441.04757801,-28.1404685974121
99294.953349253,7122441.04757801,-28.6221752166748
100794.953349253,7122441.04757801,-29.5453357696533
102294.953349253,7122441.04757801,-30.8817577362061
103794.953349253,7122441.04757801,-32.7043228149414
105294.953349253,7122441.04757801,-34.7361755371094
106794.953349253,7122441.04757801,-36.2558860778809
108294.953349253,7122441.04757801,-36.5230484008789
109794.953349253,7122441.04757801,-35.679615020752
111294.953349253,7122441.04757801,-36.5159378051758
112794.953349253,7122441.04757801,-37.617847442627
114294.953349253,7122441.04757801,-41.5971832275391
115794.953349253,7122441.04757801,-45.6909294128418
117294.953349253,7122441.04757801,-48.6737670898438
118794.953349253,7122441.04757801,-48.7969932556152
120294.953349253,7122441.04757801,-48.1665687561035
121794.953349253,7122441.04757801,-47.4744987487793
123294.953349253,7122441.04757801,-46.8789978027344
124794.953349253,7122441.04757801,-46.2032814025879
126294.953349253,7122441.04757801,-45.3656921386719
127794.953349253,7122441.04757801,-44.254222869873
129294.953349253,7122441.04757801,-43.2860336303711
130794.953349253,7122441.04757801,-42.7176780700684
132294.953349253,7122441.04757801,-42.4422645568848
133794.953349253,7122441.04757801,-42.1080055236816
135294.953349253,7122441.04757801,-39.2130546569824
136794.953349253,7122441.04757801,-30.3839092254639
138294.953349253,7122441.04757801,-15.7479391098022
139794.953349253,7122441.04757801,-0.409458458423615
141294.953349253,7122441.04757801,0.117547586560249
142794.953349253,7122441.04757801,-1.54977810382843
144294.953349253,7122441.04757801,-2.73502779006958
145794.953349253,7122441.04757801,-3.38204526901245
147294.953349253,7122441.04757801,-3.94029378890991
148794.953349253,7122441.04757801,-4.63323926925659
150294.953349253,7122441.04757801,-5.37876462936401
151794.953349253,7122441.04757801,-6.05758953094482
153294.953349253,7122441.04757801,-6.60316705703735
154794.953349253,7122441.04757801,-7.00678539276123
156294.953349253,7122441.04757801,-7.28097152709961
157794.953349253,7122441.04757801,-7.45100736618042
159294.953349253,7122441.04757801,-7.54087352752686
160794.953349253,7122441.04757801,-7.5777735710144
162294.953349253,7122441.04757801,-7.58524227142334
-127205.046650747,7123941.04757801,-72.0241928100586
-125705.046650747,7123941.04757801,-71.3868026733398
-124205.046650747,7123941.04757801,-70.8987426757813
-122705.046650747,7123941.04757801,-70.6021347045898
-121205.046650747,7123941.04757801,-70.3114242553711
-119705.046650747,7123941.04757801,-70.0935363769531
-118205.046650747,7123941.04757801,-70.0047912597656
-116705.046650747,7123941.04757801,-70.0690689086914
-115205.046650747,7123941.04757801,-70.2784805297852
-113705.046650747,7123941.04757801,-70.5879287719727
-112205.046650747,7123941.04757801,-70.9559326171875
-110705.046650747,7123941.04757801,-71.3564529418945
-109205.046650747,7123941.04757801,-71.7779998779297
-107705.046650747,7123941.04757801,-72.2177124023438
-106205.046650747,7123941.04757801,-72.6825714111328
-104705.046650747,7123941.04757801,-73.1878128051758
-103205.046650747,7123941.04757801,-73.751106262207
-101705.046650747,7123941.04757801,-74.3859481811523
-100205.046650747,7123941.04757801,-75.0977554321289
-98705.046650747,7123941.04757801,-75.8756561279297
-97205.046650747,7123941.04757801,-76.6470031738281
-95705.046650747,7123941.04757801,-77.3158874511719
-94205.046650747,7123941.04757801,-77.7488708496094
-92705.046650747,7123941.04757801,-77.8877334594727
-91205.046650747,7123941.04757801,-77.4659271240234
-89705.046650747,7123941.04757801,-76.8305740356445
-88205.046650747,7123941.04757801,-75.8687973022461
-86705.046650747,7123941.04757801,-74.6689300537109
-85205.046650747,7123941.04757801,-73.4077682495117
-83705.046650747,7123941.04757801,-75.113395690918
-82205.046650747,7123941.04757801,-75.4390029907227
-80705.046650747,7123941.04757801,-74.8082733154297
-79205.046650747,7123941.04757801,-74.589111328125
-77705.046650747,7123941.04757801,-75.8837356567383
-76205.046650747,7123941.04757801,-77.7663040161133
-74705.046650747,7123941.04757801,-79.7306518554688
-73205.046650747,7123941.04757801,-81.3712921142578
-71705.046650747,7123941.04757801,-82.618766784668
-70205.046650747,7123941.04757801,-83.3299407958984
-68705.046650747,7123941.04757801,-84.4481887817383
-67205.046650747,7123941.04757801,-85.3981094360352
-65705.046650747,7123941.04757801,-86.4611282348633
-64205.046650747,7123941.04757801,-87.3670806884766
-62705.046650747,7123941.04757801,-87.3705520629883
-61205.046650747,7123941.04757801,-86.9383316040039
-59705.046650747,7123941.04757801,-86.3643569946289
-58205.046650747,7123941.04757801,-85.7424163818359
-56705.046650747,7123941.04757801,-85.0332183837891
-55205.046650747,7123941.04757801,-84.2300186157227
-53705.046650747,7123941.04757801,-83.2899780273438
-52205.046650747,7123941.04757801,-82.1588439941406
-50705.046650747,7123941.04757801,-80.378044128418
-49205.046650747,7123941.04757801,-78.6246337890625
-47705.046650747,7123941.04757801,-76.9907836914063
-46205.046650747,7123941.04757801,-75.4203796386719
-44705.046650747,7123941.04757801,-74.1730651855469
-43205.046650747,7123941.04757801,-73.8410797119141
-41705.046650747,7123941.04757801,-74.0049362182617
-40205.046650747,7123941.04757801,-74.1998443603516
-38705.046650747,7123941.04757801,-74.5161056518555
-37205.046650747,7123941.04757801,-75.5150909423828
-35705.046650747,7123941.04757801,-76.9496536254883
-34205.046650747,7123941.04757801,-78.3152694702148
-32705.046650747,7123941.04757801,-79.2530364990234
-31205.046650747,7123941.04757801,-79.0889053344727
-29705.046650747,7123941.04757801,-78.5052871704102
-28205.046650747,7123941.04757801,-77.7441558837891
-26705.046650747,7123941.04757801,-76.9482803344727
-25205.046650747,7123941.04757801,-76.3297500610352
-23705.046650747,7123941.04757801,-75.8419189453125
-22205.046650747,7123941.04757801,-75.4457702636719
-20705.046650747,7123941.04757801,-75.142463684082
-19205.046650747,7123941.04757801,-75.1255416870117
-17705.046650747,7123941.04757801,-75.7180862426758
-16205.046650747,7123941.04757801,-76.2168197631836
-14705.046650747,7123941.04757801,-76.0091171264648
-13205.046650747,7123941.04757801,-74.7856063842773
-11705.046650747,7123941.04757801,-72.8075942993164
-10205.046650747,7123941.04757801,-71.0126190185547
-8705.04665074695,7123941.04757801,-70.1275405883789
-7205.04665074695,7123941.04757801,-69.9337310791016
-5705.04665074695,7123941.04757801,-70.1310501098633
-4205.04665074695,7123941.04757801,-70.5111312866211
-2705.04665074695,7123941.04757801,-70.918815612793
-1205.04665074695,7123941.04757801,-71.392936706543
294.953349253046,7123941.04757801,-71.7117004394531
1794.95334925305,7123941.04757801,-71.7301635742188
3294.95334925305,7123941.04757801,-71.3268814086914
4794.95334925305,7123941.04757801,-70.4263916015625
6294.95334925305,7123941.04757801,-69.2470397949219
7794.95334925305,7123941.04757801,-68.0485229492188
9294.95334925305,7123941.04757801,-67.0813827514648
10794.953349253,7123941.04757801,-66.5532531738281
12294.953349253,7123941.04757801,-66.3054809570313
13794.953349253,7123941.04757801,-66.1205825805664
15294.953349253,7123941.04757801,-65.7215728759766
16794.953349253,7123941.04757801,-64.8640975952148
18294.953349253,7123941.04757801,-63.8072090148926
19794.953349253,7123941.04757801,-62.7030982971191
21294.953349253,7123941.04757801,-61.7401008605957
22794.953349253,7123941.04757801,-61.2022438049316
24294.953349253,7123941.04757801,-60.9334945678711
25794.953349253,7123941.04757801,-60.711009979248
27294.953349253,7123941.04757801,-60.2145729064941
28794.953349253,7123941.04757801,-58.9797859191895
30294.953349253,7123941.04757801,-57.5722808837891
31794.953349253,7123941.04757801,-56.2661323547363
33294.953349253,7123941.04757801,-55.1455268859863
34794.953349253,7123941.04757801,-54.4439544677734
36294.953349253,7123941.04757801,-53.9413681030273
37794.953349253,7123941.04757801,-52.7712707519531
39294.953349253,7123941.04757801,-52.0865898132324
40794.953349253,7123941.04757801,-52.1512718200684
42294.953349253,7123941.04757801,-52.6481475830078
43794.953349253,7123941.04757801,-53.2976493835449
45294.953349253,7123941.04757801,-53.8824081420898
46794.953349253,7123941.04757801,-54.5268363952637
48294.953349253,7123941.04757801,-55.2798500061035
49794.953349253,7123941.04757801,-55.8813819885254
51294.953349253,7123941.04757801,-56.1106605529785
52794.953349253,7123941.04757801,-56.7714080810547
54294.953349253,7123941.04757801,-58.4328880310059
55794.953349253,7123941.04757801,-60.6949996948242
57294.953349253,7123941.04757801,-63.2255706787109
58794.953349253,7123941.04757801,-65.5674057006836
60294.953349253,7123941.04757801,-67.6706237792969
61794.953349253,7123941.04757801,-69.4149856567383
63294.953349253,7123941.04757801,-70.6128997802734
64794.953349253,7123941.04757801,-70.7104415893555
66294.953349253,7123941.04757801,-70.1326293945313
67794.953349253,7123941.04757801,-68.9346313476563
69294.953349253,7123941.04757801,-67.3673934936523
70794.953349253,7123941.04757801,-65.6669845581055
72294.953349253,7123941.04757801,-63.9577903747559
73794.953349253,7123941.04757801,-62.0040245056152
75294.953349253,7123941.04757801,-59.5816688537598
76794.953349253,7123941.04757801,-56.513988494873
78294.953349253,7123941.04757801,-52.6762084960938
79794.953349253,7123941.04757801,-48.739990234375
81294.953349253,7123941.04757801,-44.8693542480469
82794.953349253,7123941.04757801,-40.658805847168
84294.953349253,7123941.04757801,-36.0009155273438
85794.953349253,7123941.04757801,-31.8838176727295
87294.953349253,7123941.04757801,-29.5872249603271
88794.953349253,7123941.04757801,-28.2438411712646
90294.953349253,7123941.04757801,-27.3395233154297
91794.953349253,7123941.04757801,-26.6417465209961
93294.953349253,7123941.04757801,-26.0793952941895
94794.953349253,7123941.04757801,-26.515022277832
96294.953349253,7123941.04757801,-27.0377712249756
97794.953349253,7123941.04757801,-27.6623229980469
99294.953349253,7123941.04757801,-28.568395614624
100794.953349253,7123941.04757801,-29.8432903289795
102294.953349253,7123941.04757801,-31.5147666931152
103794.953349253,7123941.04757801,-33.5474586486816
105294.953349253,7123941.04757801,-35.8857116699219
106794.953349253,7123941.04757801,-37.8378791809082
108294.953349253,7123941.04757801,-38.8458824157715
109794.953349253,7123941.04757801,-38.4694061279297
111294.953349253,7123941.04757801,-39.0940971374512
112794.953349253,7123941.04757801,-40.6739807128906
114294.953349253,7123941.04757801,-43.6471214294434
115794.953349253,7123941.04757801,-46.7651443481445
117294.953349253,7123941.04757801,-49.0316123962402
118794.953349253,7123941.04757801,-49.555103302002
120294.953349253,7123941.04757801,-49.2559814453125
121794.953349253,7123941.04757801,-48.7166023254395
123294.953349253,7123941.04757801,-48.1028137207031
124794.953349253,7123941.04757801,-47.3734092712402
126294.953349253,7123941.04757801,-46.454948425293
127794.953349253,7123941.04757801,-45.0278015136719
129294.953349253,7123941.04757801,-43.1885604858398
130794.953349253,7123941.04757801,-41.3136329650879
132294.953349253,7123941.04757801,-41.9093971252441
133794.953349253,7123941.04757801,-41.9032745361328
135294.953349253,7123941.04757801,-39.3138427734375
136794.953349253,7123941.04757801,-32.7382698059082
138294.953349253,7123941.04757801,-21.6195583343506
139794.953349253,7123941.04757801,-6.98347187042236
141294.953349253,7123941.04757801,-2.86676812171936
142794.953349253,7123941.04757801,-3.07580184936523
144294.953349253,7123941.04757801,-3.8211567401886
145794.953349253,7123941.04757801,-3.68106031417847
