LESTE,NORTE,CMA
1157000,6721280,8.70856189727783
1160560,6721280,19.4928359985352
1092920,6724840,-28.1679382324219
1096480,6724840,-24.6513595581055
1100040,6724840,-19.6214580535889
1103600,6724840,-14.4642724990845
1107160,6724840,-10.4071912765503
1110720,6724840,-7.84805107116699
1114280,6724840,-6.50987529754639
1117840,6724840,-5.9640998840332
1121400,6724840,-6.17923641204834
1124960,6724840,-7.49603462219238
1128520,6724840,-10.4206790924072
1132080,6724840,-15.2592124938965
1135640,6724840,-20.9528388977051
1139200,6724840,-25.8535194396973
1142760,6724840,-28.3706455230713
1146320,6724840,-26.5694923400879
1149880,6724840,-18.5336017608643
1153440,6724840,-5.06821012496948
1157000,6724840,11.4151363372803
1160560,6724840,26.5632514953613
1021720,6728400,26.1900978088379
1025280,6728400,-23.7917556762695
1028840,6728400,-57.703727722168
1032400,6728400,-74.2127304077148
1035960,6728400,-78.1510467529297
1039520,6728400,-75.1288833618164
1043080,6728400,-70.2969589233398
1046640,6728400,-67.0266876220703
1050200,6728400,-64.6326293945313
1053760,6728400,-62.3146209716797
1057320,6728400,-60.734935760498
1060880,6728400,-58.9293212890625
1064440,6728400,-55.5601081848145
1068000,6728400,-51.0068664550781
1071560,6728400,-46.0582962036133
1075120,6728400,-40.4883880615234
1078680,6728400,-34.514949798584
1082240,6728400,-29.4950942993164
1085800,6728400,-25.5520858764648
1089360,6728400,-21.7226448059082
1092920,6728400,-17.4981746673584
1096480,6728400,-13.4238843917847
1100040,6728400,-10.4540548324585
1103600,6728400,-8.66963577270508
1107160,6728400,-7.63329601287842
1110720,6728400,-6.93475723266602
1114280,6728400,-6.39513349533081
1117840,6728400,-5.77919673919678
1121400,6728400,-4.91344308853149
1124960,6728400,-4.45872020721436
1128520,6728400,-6.4369068145752
1132080,6728400,-12.2023210525513
1135640,6728400,-20.2373600006104
1139200,6728400,-27.7901344299316
1142760,6728400,-32.8044891357422
1146320,6728400,-32.4285202026367
1149880,6728400,-23.6082038879395
1153440,6728400,-6.82474565505981
1157000,6728400,14.0776309967041
1160560,6728400,35.2016792297363
936280,6731960,-142.606506347656
939840,6731960,-118.504447937012
943400,6731960,-95.8781356811523
946960,6731960,-78.2819900512695
950520,6731960,-63.6379203796387
954080,6731960,-46.5913963317871
957640,6731960,-25.8819541931152
961200,6731960,-1.77862584590912
964760,6731960,26.4143295288086
968320,6731960,58.8747787475586
971880,6731960,94.4363708496094
975440,6731960,130.101989746094
979000,6731960,157.566162109375
982560,6731960,166.082534790039
986120,6731960,154.309951782227
989680,6731960,130.798431396484
993240,6731960,105.186706542969
996800,6731960,87.2685623168945
1000360,6731960,83.6391830444336
1003920,6731960,91.9370346069336
1007480,6731960,104.340240478516
1011040,6731960,110.695159912109
1014600,6731960,94.4868850708008
1018160,6731960,52.281063079834
1021720,6731960,-1.74364066123962
1025280,6731960,-51.1362953186035
1028840,6731960,-82.5546722412109
1032400,6731960,-93.9646835327148
1035960,6731960,-92.8981857299805
1039520,6731960,-86.687614440918
1043080,6731960,-80.4831619262695
1046640,6731960,-76.3507919311523
1050200,6731960,-72.5873718261719
1053760,6731960,-68.0010452270508
1057320,6731960,-63.7642478942871
1060880,6731960,-59.7727394104004
1064440,6731960,-55.2296676635742
1068000,6731960,-49.9805030822754
1071560,6731960,-43.8163948059082
1075120,6731960,-36.3530311584473
1078680,6731960,-28.7488346099854
1082240,6731960,-23.0414867401123
1085800,6731960,-18.7873058319092
1089360,6731960,-14.0551910400391
1092920,6731960,-8.08106136322021
1096480,6731960,-3.24406409263611
1100040,6731960,-2.01418042182922
1103600,6731960,-3.41782522201538
1107160,6731960,-5.2376651763916
1110720,6731960,-6.41947221755981
1114280,6731960,-6.98380374908447
1117840,6731960,-6.6183443069458
1121400,6731960,-5.06888484954834
1124960,6731960,-3.00208330154419
1128520,6731960,-3.96706771850586
1132080,6731960,-10.6532039642334
1135640,6731960,-20.9163722991943
1139200,6731960,-30.8419036865234
1142760,6731960,-37.6682624816895
1146320,6731960,-38.0962867736816
1149880,6731960,-28.3646202087402
1153440,6731960,-9.05963230133057
1157000,6731960,16.2082405090332
1160560,6731960,43.0371551513672
833040,6735520,21.0267467498779
836600,6735520,0.715352714061737
840160,6735520,-16.75563621521
843720,6735520,-32.4686088562012
847280,6735520,-45.5471229553223
850840,6735520,-49.2127647399902
854400,6735520,-36.2148132324219
857960,6735520,-8.59013938903809
861520,6735520,26.8386096954346
865080,6735520,63.6761245727539
868640,6735520,93.3586273193359
872200,6735520,110.13744354248
875760,6735520,119.177268981934
879320,6735520,125.597106933594
