LESTE,OESTE,BOUGUER
884000,6758000,107.609130859375
886000,6758000,107.569427490234
888000,6758000,107.284873962402
890000,6758000,107.240165710449
892000,6758000,107.466819763184
894000,6758000,108.128684997559
896000,6758000,107.902389526367
898000,6758000,107.999542236328
900000,6758000,108.229362487793
902000,6758000,109.457107543945
904000,6758000,110.879943847656
906000,6758000,112.033073425293
908000,6758000,113.514533996582
910000,6758000,114.086868286133
912000,6758000,113.764282226563
914000,6758000,112.672584533691
916000,6758000,112.403121948242
918000,6758000,113.008056640625
920000,6758000,114.240432739258
922000,6758000,115.27513885498
924000,6758000,114.714614868164
926000,6758000,113.904708862305
928000,6758000,113.274375915527
930000,6758000,113.218521118164
932000,6758000,113.112106323242
934000,6758000,112.592445373535
936000,6758000,111.943962097168
938000,6758000,110.52653503418
940000,6758000,109.27579498291
942000,6758000,108.025909423828
944000,6758000,106.89022064209
946000,6758000,105.107490539551
948000,6758000,103.340141296387
950000,6758000,102.912094116211
952000,6758000,102.42610168457
954000,6758000,101.520957946777
956000,6758000,100.345970153809
958000,6758000,99.9308624267578
960000,6758000,99.5464706420898
962000,6758000,98.7983093261719
964000,6758000,98.7067565917969
966000,6758000,99.0848617553711
968000,6758000,99.7255477905273
970000,6758000,98.7114944458008
972000,6758000,97.1714324951172
974000,6758000,96.650276184082
976000,6758000,98.14404296875
978000,6758000,100.188407897949
980000,6758000,101.012985229492
982000,6758000,102.179641723633
984000,6758000,103.061874389648
986000,6758000,104.28987121582
988000,6758000,105.409660339355
990000,6758000,106.834144592285
992000,6758000,107.977180480957
994000,6758000,108.780151367188
996000,6758000,110.582397460938
998000,6758000,111.756484985352
1000000,6758000,112.680252075195
1002000,6758000,112.749732971191
1004000,6758000,112.554550170898
1006000,6758000,112.546951293945
1008000,6758000,112.386032104492
1010000,6758000,113.016273498535
1012000,6758000,113.748031616211
1014000,6758000,115.325057983398
1016000,6758000,117.160118103027
1018000,6758000,119.243026733398
1020000,6758000,121.33325958252
1022000,6758000,122.809959411621
1024000,6758000,124.781044006348
1026000,6758000,126.956871032715
1028000,6758000,129.991317749023
1030000,6758000,132.995574951172
1032000,6758000,135.671997070313
1034000,6758000,137.466674804688
1036000,6758000,138.309921264648
1038000,6758000,139.617736816406
1040000,6758000,140.791732788086
1042000,6758000,142.124069213867
1044000,6758000,142.457702636719
1046000,6758000,142.226531982422
1048000,6758000,142.063949584961
1050000,6758000,141.280181884766
1052000,6758000,140.653350830078
1054000,6758000,139.054641723633
1056000,6758000,137.776550292969
1058000,6758000,136.907409667969
1060000,6758000,136.68896484375
1062000,6758000,136.639129638672
1064000,6758000,136.027160644531
1066000,6758000,136.29475402832
1068000,6758000,136.402359008789
1070000,6758000,136.218460083008
1072000,6758000,135.50959777832
1074000,6758000,135.191513061523
1076000,6758000,135.029083251953
1078000,6758000,134.248626708984
1080000,6758000,134.155517578125
1082000,6758000,133.828018188477
1084000,6758000,134.006958007813
1086000,6758000,133.909042358398
1088000,6758000,133.989288330078
1090000,6758000,133.819808959961
1092000,6758000,132.804946899414
1094000,6758000,131.607604980469
1096000,6758000,129.697387695313
1098000,6758000,128.392379760742
1100000,6758000,127.092781066895
1102000,6758000,126.62313079834
1104000,6758000,126.711547851563
1106000,6758000,126.568145751953
1108000,6758000,126.612243652344
1110000,6758000,126.515090942383
1112000,6758000,127.120765686035
1114000,6758000,127.650115966797
1116000,6758000,128.570602416992
1118000,6758000,129.680114746094
1120000,6758000,130.108352661133
1122000,6758000,129.900466918945
1124000,6758000,129.079193115234
1126000,6758000,129.55827331543
1128000,6758000,128.928451538086
1130000,6758000,127.28328704834
1132000,6758000,125.205284118652
1134000,6758000,124.58528137207
1136000,6758000,124.501533508301
1138000,6758000,123.676300048828
1140000,6758000,123.263572692871
1142000,6758000,122.940078735352
1144000,6758000,123.456970214844
1146000,6758000,123.628356933594
580000,6760000,107.861503601074
582000,6760000,106.433502197266
584000,6760000,105.224792480469
586000,6760000,104.042961120605
588000,6760000,103.706207275391
590000,6760000,104.57893371582
592000,6760000,105.538093566895
594000,6760000,106.402282714844
596000,6760000,106.937507629395
598000,6760000,107.934349060059
600000,6760000,108.409088134766
602000,6760000,108.581581115723
604000,6760000,108.921829223633
606000,6760000,108.537696838379
608000,6760000,108.777786254883
610000,6760000,109.774360656738
612000,6760000,112.042266845703
614000,6760000,114.082504272461
616000,6760000,114.761039733887
618000,6760000,115.574897766113
620000,6760000,116.156066894531
622000,6760000,116.822486877441
624000,6760000,117.161346435547
626000,6760000,117.781326293945
628000,6760000,117.826614379883
630000,6760000,117.29810333252
632000,6760000,117.04793548584
634000,6760000,116.15397644043
636000,6760000,115.464988708496
638000,6760000,114.505180358887
640000,6760000,114.077980041504
642000,6760000,114.26155090332
644000,6760000,113.823913574219
646000,6760000,112.786712646484
648000,6760000,111.269630432129
650000,6760000,110.592903137207
652000,6760000,110.283027648926
654000,6760000,110.559074401855
656000,6760000,110.38826751709
658000,6760000,109.227203369141
660000,6760000,108.385627746582
662000,6760000,107.538124084473
664000,6760000,107.676239013672
666000,6760000,107.738906860352
668000,6760000,108.143363952637
670000,6760000,108.219886779785
672000,6760000,108.534004211426
674000,6760000,110.652313232422
676000,6760000,112.530792236328
678000,6760000,113.487754821777
680000,6760000,113.086112976074
682000,6760000,113.756622314453
684000,6760000,116.005737304688
686000,6760000,118.778213500977
688000,6760000,120.98429107666
690000,6760000,120.530731201172
692000,6760000,120.017791748047
694000,6760000,120.212364196777
696000,6760000,121.205787658691
698000,6760000,121.852485656738
700000,6760000,121.489654541016
702000,6760000,121.371154785156
704000,6760000,121.648315429688
706000,6760000,123.110008239746
708000,6760000,124.389877319336
710000,6760000,124.754844665527
712000,6760000,124.789085388184
714000,6760000,124.550163269043
716000,6760000,124.771514892578
718000,6760000,124.45011138916
720000,6760000,124.22779083252
722000,6760000,123.921897888184
724000,6760000,123.748046875
726000,6760000,123.825019836426
728000,6760000,123.331100463867
730000,6760000,123.018814086914
732000,6760000,122.411315917969
734000,6760000,122.074394226074
736000,6760000,121.025947570801
738000,6760000,120.129760742188
740000,6760000,119.450332641602
742000,6760000,118.599006652832
744000,6760000,118.295280456543
746000,6760000,117.564430236816
748000,6760000,117.048835754395
750000,6760000,116.286529541016
752000,6760000,116.209739685059
754000,6760000,116.270195007324
756000,6760000,115.551315307617
758000,6760000,115.294448852539
760000,6760000,115.01944732666
762000,6760000,115.481689453125
764000,6760000,115.571868896484
766000,6760000,116.017707824707
768000,6760000,117.433570861816
770000,6760000,118.453132629395
772000,6760000,119.599975585938
774000,6760000,119.293472290039
776000,6760000,118.765922546387
778000,6760000,118.143684387207
780000,6760000,117.923652648926
782000,6760000,118.356399536133
784000,6760000,118.213333129883
786000,6760000,118.215019226074
788000,6760000,116.87718963623
790000,6760000,115.914642333984
792000,6760000,114.867034912109
794000,6760000,113.912467956543
796000,6760000,112.489097595215
798000,6760000,110.723320007324
800000,6760000,109.450820922852
802000,6760000,108.112457275391
804000,6760000,107.514930725098
806000,6760000,106.769134521484
808000,6760000,106.549705505371
810000,6760000,106.919990539551
812000,6760000,107.072563171387
814000,6760000,107.477996826172
816000,6760000,107.435966491699
818000,6760000,107.801872253418
820000,6760000,108.435653686523
822000,6760000,109.380912780762
824000,6760000,110.46826171875
826000,6760000,111.465385437012
828000,6760000,112.904716491699
830000,6760000,113.963172912598
832000,6760000,115.315101623535
834000,6760000,115.785507202148
836000,6760000,115.205139160156
838000,6760000,114.195419311523
840000,6760000,113.158187866211
842000,6760000,113.440704345703
844000,6760000,114.077949523926
846000,6760000,115.248428344727
848000,6760000,115.78377532959
850000,6760000,115.889053344727
852000,6760000,115.967758178711
854000,6760000,115.474311828613
856000,6760000,115.033180236816
858000,6760000,114.332405090332
860000,6760000,113.983993530273
862000,6760000,113.738067626953
864000,6760000,113.268325805664
866000,6760000,112.61051940918
868000,6760000,111.770324707031
870000,6760000,111.369499206543
872000,6760000,110.67594909668
874000,6760000,110.148010253906
876000,6760000,109.357032775879
878000,6760000,108.556030273438
880000,6760000,108.148651123047
882000,6760000,108.03638458252
884000,6760000,108.947708129883
886000,6760000,109.278305053711
888000,6760000,109.191856384277
890000,6760000,108.950271606445
892000,6760000,109.496170043945
894000,6760000,109.75333404541
896000,6760000,109.272499084473
898000,6760000,109.54662322998
900000,6760000,110.265533447266
902000,6760000,111.493873596191
904000,6760000,112.351356506348
906000,6760000,113.060737609863
908000,6760000,114.043701171875
910000,6760000,114.315994262695
912000,6760000,114.14510345459
914000,6760000,112.749641418457
916000,6760000,112.071235656738
918000,6760000,112.505531311035
920000,6760000,114.238342285156
922000,6760000,115.70581817627
924000,6760000,115.453033447266
926000,6760000,114.864364624023
928000,6760000,114.445938110352
930000,6760000,114.70915222168
932000,6760000,114.417129516602
934000,6760000,114.051277160645
936000,6760000,113.459884643555
938000,6760000,111.719688415527
940000,6760000,110.354400634766
942000,6760000,109.077644348145
944000,6760000,108.108818054199
946000,6760000,106.300880432129
948000,6760000,104.650749206543
950000,6760000,104.398162841797
952000,6760000,104.018157958984
954000,6760000,103.401412963867
956000,6760000,102.259658813477
958000,6760000,101.752449035645
960000,6760000,101.262535095215
962000,6760000,100.674652099609
964000,6760000,100.673881530762
966000,6760000,100.926635742188
968000,6760000,101.157272338867
970000,6760000,100.009498596191
972000,6760000,98.596565246582
974000,6760000,98.2008514404297
976000,6760000,99.8272094726563
978000,6760000,101.853187561035
980000,6760000,102.646186828613
982000,6760000,103.556259155273
984000,6760000,104.280853271484
986000,6760000,105.45630645752
988000,6760000,106.734382629395
990000,6760000,108.306015014648
992000,6760000,109.439872741699
994000,6760000,110.301048278809
996000,6760000,112.176231384277
998000,6760000,113.585090637207
1000000,6760000,114.484916687012
1002000,6760000,114.229156494141
1004000,6760000,113.81729888916
1006000,6760000,113.553436279297
1008000,6760000,113.358741760254
1010000,6760000,113.953239440918
1012000,6760000,114.635276794434
1014000,6760000,116.164085388184
1016000,6760000,117.98705291748
1018000,6760000,120.269317626953
1020000,6760000,122.503082275391
1022000,6760000,124.188247680664
1024000,6760000,126.281211853027
1026000,6760000,128.84716796875
1028000,6760000,132.414627075195
1030000,6760000,135.588684082031
1032000,6760000,137.780029296875
1034000,6760000,138.838424682617
1036000,6760000,139.387313842773
1038000,6760000,140.499984741211
1040000,6760000,141.522003173828
1042000,6760000,142.526672363281
1044000,6760000,142.513366699219
1046000,6760000,142.412307739258
1048000,6760000,142.295043945313
1050000,6760000,141.603622436523
1052000,6760000,141.052703857422
1054000,6760000,139.509536743164
1056000,6760000,138.28271484375
1058000,6760000,137.151809692383
1060000,6760000,136.766403198242
1062000,6760000,136.348449707031
1064000,6760000,135.811676025391
1066000,6760000,136.41569519043
1068000,6760000,136.673004150391
1070000,6760000,136.857452392578
1072000,6760000,136.160110473633
1074000,6760000,135.799041748047
1076000,6760000,135.34992980957
1078000,6760000,134.445159912109
1080000,6760000,133.937591552734
1082000,6760000,133.378158569336
1084000,6760000,133.570892333984
1086000,6760000,133.605438232422
1088000,6760000,133.877532958984
1090000,6760000,133.982864379883
1092000,6760000,133.274276733398
1094000,6760000,132.503051757813
1096000,6760000,130.948928833008
1098000,6760000,129.808166503906
1100000,6760000,128.208160400391
1102000,6760000,127.043067932129
1104000,6760000,126.019905090332
1106000,6760000,124.962867736816
1108000,6760000,124.726570129395
1110000,6760000,125.170867919922
1112000,6760000,126.341171264648
1114000,6760000,127.018531799316
1116000,6760000,127.968399047852
1118000,6760000,128.656860351563
1120000,6760000,129.152420043945
1122000,6760000,129.002349853516
1124000,6760000,128.234176635742
1126000,6760000,128.931549072266
1128000,6760000,128.631118774414
1130000,6760000,127.022911071777
1132000,6760000,124.922843933105
1134000,6760000,124.712326049805
1136000,6760000,125.15926361084
1138000,6760000,124.61695098877
1140000,6760000,124.107574462891
1142000,6760000,123.385368347168
1144000,6760000,123.852226257324
1146000,6760000,124.236190795898
580000,6762000,108.331443786621
582000,6762000,106.772155761719
584000,6762000,105.590034484863
586000,6762000,104.479476928711
588000,6762000,104.153373718262
590000,6762000,105.043106079102
592000,6762000,105.950752258301
594000,6762000,106.87474822998
596000,6762000,107.269760131836
598000,6762000,107.970504760742
600000,6762000,108.199989318848
602000,6762000,108.376586914063
604000,6762000,108.588729858398
606000,6762000,108.26969909668
608000,6762000,109.264831542969
610000,6762000,111.043449401855
612000,6762000,113.372421264648
614000,6762000,115.135932922363
616000,6762000,116.220932006836
618000,6762000,117.492179870605
620000,6762000,118.184562683105
622000,6762000,118.468299865723
624000,6762000,118.13419342041
626000,6762000,117.74779510498
628000,6762000,117.089317321777
630000,6762000,116.483825683594
632000,6762000,116.434020996094
634000,6762000,115.754852294922
636000,6762000,115.377510070801
638000,6762000,114.73551940918
640000,6762000,114.446968078613
642000,6762000,114.458786010742
644000,6762000,113.656661987305
646000,6762000,112.552200317383
648000,6762000,111.531913757324
650000,6762000,111.518493652344
652000,6762000,111.208236694336
654000,6762000,111.123336791992
656000,6762000,110.686805725098
658000,6762000,109.395004272461
660000,6762000,108.457153320313
662000,6762000,107.54914855957
664000,6762000,107.725212097168
666000,6762000,107.814102172852
668000,6762000,108.555946350098
670000,6762000,108.928268432617
672000,6762000,109.191184997559
674000,6762000,111.060958862305
676000,6762000,113.046165466309
678000,6762000,114.23055267334
680000,6762000,114.099411010742
682000,6762000,114.724449157715
684000,6762000,116.782531738281
686000,6762000,119.044364929199
688000,6762000,120.819198608398
690000,6762000,120.476135253906
692000,6762000,120.271759033203
694000,6762000,120.708381652832
696000,6762000,121.739242553711
698000,6762000,122.264320373535
700000,6762000,121.873603820801
702000,6762000,121.720687866211
704000,6762000,121.910934448242
706000,6762000,123.28955078125
708000,6762000,124.453063964844
710000,6762000,124.983642578125
712000,6762000,125.270164489746
714000,6762000,125.021751403809
716000,6762000,124.986854553223
718000,6762000,124.226028442383
720000,6762000,124.00700378418
722000,6762000,123.879898071289
724000,6762000,124.162216186523
726000,6762000,124.337326049805
728000,6762000,123.815773010254
730000,6762000,123.316909790039
732000,6762000,122.661193847656
734000,6762000,122.266120910645
736000,6762000,121.355758666992
738000,6762000,120.570693969727
740000,6762000,119.989097595215
742000,6762000,119.003211975098
744000,6762000,118.562873840332
746000,6762000,118.000373840332
748000,6762000,117.676490783691
750000,6762000,116.985130310059
752000,6762000,116.959106445313
754000,6762000,117.088478088379
756000,6762000,116.233810424805
758000,6762000,115.746032714844
760000,6762000,115.272705078125
762000,6762000,115.920761108398
764000,6762000,116.473876953125
766000,6762000,116.938453674316
768000,6762000,118.110824584961
770000,6762000,118.998229980469
772000,6762000,119.863441467285
774000,6762000,119.548965454102
776000,6762000,119.265289306641
778000,6762000,118.90234375
780000,6762000,118.726036071777
782000,6762000,118.919357299805
784000,6762000,118.806312561035
786000,6762000,118.858497619629
788000,6762000,117.987152099609
790000,6762000,117.090576171875
792000,6762000,116.048347473145
794000,6762000,115.004379272461
796000,6762000,113.478851318359
798000,6762000,111.423538208008
800000,6762000,109.870338439941
802000,6762000,108.491157531738
804000,6762000,107.827857971191
806000,6762000,106.965667724609
808000,6762000,106.477020263672
810000,6762000,106.708618164063
812000,6762000,107.037338256836
814000,6762000,107.832481384277
816000,6762000,107.737861633301
818000,6762000,107.834396362305
820000,6762000,108.401863098145
822000,6762000,109.793045043945
824000,6762000,111.117645263672
826000,6762000,112.125541687012
828000,6762000,113.598342895508
830000,6762000,114.882598876953
832000,6762000,116.299186706543
