X,Y,FA,SRTM
-46.866668004,-7.96666682600001,-27.8854885101318,264.995186520694
-46.866668004,-7.95000015900001,-27.9956073760986,280.983381131638
-46.866668004,-7.93333349200001,-27.8795776367188,278.010578660669
-46.850001337,-8.21666683100001,-27.1657447814941,360.991213469345
-46.850001337,-8.20000016400001,-27.9001235961914,316.990963684532
-46.850001337,-8.18333349700001,-28.382137298584,320.031299563036
-46.850001337,-8.16666683000001,-28.7518711090088,323.036114997567
-46.850001337,-8.15000016300001,-28.7204284667969,443.998004400092
-46.850001337,-8.13333349600001,-28.5486164093018,312.997181286896
-46.850001337,-8.11666682900001,-28.2015151977539,343.997421600148
-46.850001337,-8.10000016200001,-27.770959854126,356.002238359454
-46.850001337,-8.08333349500001,-27.2335968017578,388.98608937784
-46.850001337,-8.06666682800001,-27.0433788299561,366.045722845057
-46.850001337,-8.05000016100001,-27.1810646057129,323.99255791019
-46.850001337,-8.03333349400001,-27.7605857849121,311.000192799983
-46.850001337,-8.01666682700001,-27.9485359191895,420.000769908613
-46.850001337,-8.00000016000001,-28.2665462493896,382.003207875756
-46.850001337,-7.98333349300001,-28.2880573272705,325.019295051077
-46.850001337,-7.96666682600001,-28.430118560791,277
-46.850001337,-7.95000015900001,-28.3576431274414,286.003017999908
-46.850001337,-7.93333349200001,-28.3946990966797,323.998859127498
-46.83333467,-8.21666683100001,-26.9533386230469,327.000815832634
-46.83333467,-8.20000016400001,-27.2624454498291,419.00039296863
-46.83333467,-8.18333349700001,-27.8310031890869,343.958331321811
-46.83333467,-8.16666683000001,-28.196626663208,421.981377887033
-46.83333467,-8.15000016300001,-28.2940101623535,445.000390572478
-46.83333467,-8.13333349600001,-28.1250629425049,342.014351825513
-46.83333467,-8.11666682900001,-27.9917831420898,338.001020849834
-46.83333467,-8.10000016200001,-27.5280799865723,330.003207688066
-46.83333467,-8.08333349500001,-27.2127552032471,344.993778933742
-46.83333467,-8.06666682800001,-27.1431770324707,333.001352405069
-46.83333467,-8.05000016100001,-27.4905757904053,318.994801600212
-46.83333467,-8.03333349400001,-27.9981384277344,308.003593599849
-46.83333467,-8.01666682700001,-28.5035953521729,407.006415073938
-46.83333467,-8.00000016000001,-29.0176658630371,385.001987999907
-46.83333467,-7.98333349300001,-29.1059017181396,340.991526829545
-46.83333467,-7.96666682600001,-29.1555976867676,282.993967013566
-46.83333467,-7.95000015900001,-28.9947834014893,314.99885428198
-46.83333467,-7.93333349200001,-28.9130573272705,345.994997905595
-46.816668003,-8.21666683100001,-26.4377098083496,420.996793748812
-46.816668003,-8.20000016400001,-26.7732543945313,368.983239934672
-46.816668003,-8.18333349700001,-27.5590591430664,337.974503881299
-46.816668003,-8.16666683000001,-28.112964630127,390.022446941779
-46.816668003,-8.15000016300001,-28.1698970794678,437.945680416344
-46.816668003,-8.13333349600001,-27.9817314147949,400.057167441236
-46.816668003,-8.11666682900001,-27.6349258422852,349.004811736959
-46.816668003,-8.10000016200001,-27.22509765625,332.005343105766
-46.816668003,-8.08333349500001,-27.1761646270752,312.008598755244
-46.816668003,-8.06666682800001,-27.5042858123779,310.01302146812
-46.816668003,-8.05000016100001,-27.773416519165,325.993780039489
-46.816668003,-8.03333349400001,-28.4011497497559,312.995381381819
-46.816668003,-8.01666682700001,-28.9936599731445,344.02962588523
-46.816668003,-8.00000016000001,-29.5646266937256,287.997559568489
-46.816668003,-7.98333349300001,-29.5561332702637,282.001987107152
-46.816668003,-7.96666682600001,-29.5404205322266,275.003398399859
-46.816668003,-7.95000015900001,-29.0499668121338,283.002555458079
-46.816668003,-7.93333349200001,-28.905797958374,350.001984399902
-46.800001336,-8.21666683100001,-25.7535247802734,433.998396800056
-46.800001336,-8.20000016400001,-26.4665641784668,416.998656563875
-46.800001336,-8.18333349700001,-27.1252574920654,326.984002519602
-46.800001336,-8.16666683000001,-27.6655120849609,320.010442484631
-46.800001336,-8.15000016300001,-27.6995468139648,357.988855341337
-46.800001336,-8.13333349600001,-27.4751300811768,385.984899583887
-46.800001336,-8.11666682900001,-27.2414054870605,349.990575600318
-46.800001336,-8.10000016200001,-27.0293598175049,335.001019688334
-46.800001336,-8.08333349500001,-27.1632137298584,325.99076911132
-46.800001336,-8.06666682800001,-27.4885234832764,331.99383520029
-46.800001336,-8.05000016100001,-28.0695877075195,392.975876788687
-46.800001336,-8.03333349400001,-28.8783359527588,396.001217290882
-46.800001336,-8.01666682700001,-29.4622650146484,379.0021810168
-46.800001336,-8.00000016000001,-29.8039436340332,328.006279938683
-46.800001336,-7.98333349300001,-29.9630680084229,314.004616463985
-46.800001336,-7.96666682600001,-29.7725658416748,284.990572613382
-46.800001336,-7.95000015900001,-29.3092670440674,283.002251176417
-46.800001336,-7.93333349200001,-29.0035800933838,314.996302095008
-46.783334669,-8.21666683100001,-25.0248317718506,449.980372948965
-46.783334669,-8.20000016400001,-25.9812088012695,445.998396253766
-46.783334669,-8.18333349700001,-26.7074565887451,436.996401600156
-46.783334669,-8.16666683000001,-27.0530223846436,338.001997313096
-46.783334669,-8.15000016300001,-27.0373649597168,438.994996627212
-46.783334669,-8.13333349600001,-26.6378116607666,431.994802764545
-46.783334669,-8.11666682900001,-26.6838531494141,353.039444320739
-46.783334669,-8.10000016200001,-26.7358283996582,354.004758618652
-46.783334669,-8.08333349500001,-26.9896869659424,437.998397200059
-46.783334669,-8.06666682800001,-27.6229553222656,344.019951516723
-46.783334669,-8.05000016100001,-28.3862190246582,341.997507213008
-46.783334669,-8.03333349400001,-29.4739036560059,334.993395691234
-46.783334669,-8.01666682700001,-29.908863067627,311.998589908419
-46.783334669,-8.00000016000001,-30.2966442108154,301.997369784591
-46.783334669,-7.98333349300001,-30.3342990875244,288.003133757215
-46.783334669,-7.96666682600001,-30.1688957214355,319.018732280066
-46.783334669,-7.95000015900001,-29.77272605896,275.000190494168
-46.783334669,-7.93333349200001,-29.4806613922119,296.001412705132
-46.766668002,-8.21666683100001,-24.4566516876221,464.001996167922
-46.766668002,-8.20000016400001,-25.4380016326904,457.998201430776
-46.766668002,-8.18333349700001,-26.2038764953613,379.039241625076
-46.766668002,-8.16666683000001,-26.7510833740234,423.994996172039
-46.766668002,-8.15000016300001,-26.4948348999023,355.001601773087
-46.766668002,-8.13333349600001,-25.8862075805664,464.004417112662
-46.766668002,-8.11666682900001,-25.9195785522461,363.0265746419
-46.766668002,-8.10000016200001,-25.970308303833,388.992867780555
-46.766668002,-8.08333349500001,-26.6222915649414,406.011209960581
-46.766668002,-8.06666682800001,-27.5289859771729,377.955857944497
-46.766668002,-8.05000016100001,-28.47021484375,320.993011109855
-46.766668002,-8.03333349400001,-29.5341281890869,315.000000308943
-46.766668002,-8.01666682700001,-30.301872253418,326.99794836679
-46.766668002,-8.00000016000001,-30.9703845977783,326.00198578459
-46.766668002,-7.98333349300001,-30.993034362793,294.009611636499
-46.766668002,-7.96666682600001,-30.8748741149902,349.991795268393
-46.766668002,-7.95000015900001,-30.3869037628174,292.999427600055
-46.766668002,-7.93333349200001,-30.1586227416992,288.999619200037
-46.750001335,-8.21666683100001,-24.3962211608887,466.001404484047
-46.750001335,-8.20000016400001,-25.2876396179199,457.000195854162
-46.750001335,-8.18333349700001,-25.8156070709229,446.000196085349
-46.750001335,-8.16666683000001,-26.2593784332275,436.002189371906
-46.750001335,-8.15000016300001,-25.9802799224854,436.008203719589
-46.750001335,-8.13333349600001,-25.2918663024902,446.996016138315
-46.750001335,-8.11666682900001,-25.2769832611084,460.998786975881
-46.750001335,-8.10000016200001,-25.4908847808838,453.000389734251
-46.750001335,-8.08333349500001,-26.2695560455322,385.956020623281
-46.750001335,-8.06666682800001,-27.4134693145752,347.992185151003
-46.750001335,-8.05000016100001,-28.3071250915527,408.998783781007
-46.750001335,-8.03333349400001,-29.4801197052002,378.995772091253
-46.750001335,-8.01666682700001,-30.450963973999,329.003396399868
-46.750001335,-8.00000016000001,-31.3605003356934,314.995577692553
-46.750001335,-7.98333349300001,-31.5161514282227,302.001409172189
-46.750001335,-7.96666682600001,-31.6099033355713,347.999810025228
-46.750001335,-7.95000015900001,-31.3341484069824,333.991877551347
-46.750001335,-7.93333349200001,-31.1987190246582,284.002362989828
-46.733334668,-8.21666683100001,-24.137580871582,443.99820183175
-46.733334668,-8.20000016400001,-24.9569854736328,448.003203830269
-46.733334668,-8.18333349700001,-25.4449043273926,447.997190543745
-46.733334668,-8.16666683000001,-25.7217559814453,430.996798055775
-46.733334668,-8.15000016300001,-25.5851497650146,448.998008139916
-46.733334668,-8.13333349600001,-25.0555953979492,455.998593912675
-46.733334668,-8.11666682900001,-25.0205860137939,457.998593200042
-46.733334668,-8.10000016200001,-25.1640911102295,420.03736955092
-46.733334668,-8.08333349500001,-25.7980041503906,452.994418578834
-46.733334668,-8.06666682800001,-26.7512054443359,346.99975173952
-46.733334668,-8.05000016100001,-27.9396114349365,331.00441716214
-46.733334668,-8.03333349400001,-29.2002201080322,332.997375508857
-46.733334668,-8.01666682700001,-30.3163242340088,333.000000616296
-46.733334668,-8.00000016000001,-31.3679599761963,301.001985292398
-46.733334668,-7.98333349300001,-31.970531463623,354.993404148325
-46.733334668,-7.96666682600001,-32.2938919067383,352.998208731208
-46.733334668,-7.95000015900001,-32.324031829834,327.005376283009
-46.733334668,-7.93333349200001,-32.1180267333984,294.00160159994
-46.716668001,-8.21666683100001,-24.4492988586426,411.00120616847
-46.716668001,-8.20000016400001,-25.2476253509521,440.001797369695
-46.716668001,-8.18333349700001,-25.4741497039795,435.001406372342
-46.716668001,-8.16666683000001,-25.4291095733643,418.003398399873
-46.716668001,-8.15000016300001,-25.2239437103271,420.014408607144
-46.716668001,-8.13333349600001,-25.001350402832,445.996993737755
-46.716668001,-8.11666682900001,-24.8704700469971,437.004998087903
-46.716668001,-8.10000016200001,-24.9716453552246,436.005385865963
-46.716668001,-8.08333349500001,-25.3663730621338,419.966616758695
-46.716668001,-8.06666682800001,-26.2990417480469,370.022908799367
-46.716668001,-8.05000016100001,-27.5824508666992,387.000193199981
-46.716668001,-8.03333349400001,-29.1478481292725,336.999555291239
-46.716668001,-8.01666682700001,-30.4114570617676,320.998976
-46.716668001,-8.00000016000001,-31.7568531036377,306.998205877781
-46.716668001,-7.98333349300001,-32.5117797851563,323.99051293232
-46.716668001,-7.96666682600001,-33.2713775634766,358.995842824799
-46.716668001,-7.95000015900001,-33.4004020690918,321.00518489429
-46.716668001,-7.93333349200001,-33.3156661987305,310.000189790245
