X,Y,CMA
-47.0074,-8.15235,27.3932476043701
-47.0074,-8.1512,26.4561710357666
-47.0074,-8.15005,25.5164451599121
-47.0074,-8.1489,24.5344696044922
-47.0074,-8.14775,23.5260829925537
-47.0074,-8.1466,22.5810737609863
-47.0074,-8.14545,21.7050914764404
-47.0074,-8.1443,20.8286533355713
-47.0074,-8.14315,20.0018978118896
-47.0074,-8.142,19.333381652832
-47.0074,-8.14085,18.7694225311279
-47.0074,-8.1397,18.2118873596191
-47.0074,-8.13855,17.6462211608887
-47.0074,-8.1374,17.1070957183838
-47.0074,-8.13625,16.625207901001
-47.0074,-8.1351,16.1876697540283
-47.0074,-8.13395,15.8038988113403
-47.0074,-8.1328,15.5166425704956
-47.0074,-8.13165,15.2885284423828
-47.0074,-8.1305,15.0228509902954
-47.0074,-8.12935,14.6644887924194
-47.0074,-8.1282,14.342001914978
-47.0074,-8.12705,14.3268632888794
-47.0074,-8.1259,14.5980854034424
-47.0074,-8.12475,14.8622055053711
-47.0074,-8.1236,15.0180730819702
-47.0074,-8.12245,15.1284484863281
-47.0074,-8.1213,15.234112739563
-47.0074,-8.12015,15.3782873153687
-47.0074,-8.119,15.592809677124
-47.0074,-8.11785,15.8622922897339
-47.0074,-8.1167,16.1511363983154
-47.0074,-8.11555,16.440357208252
-47.0074,-8.1144,16.7441520690918
-47.0074,-8.11325,17.1086673736572
-47.0074,-8.1121,17.5387573242188
-47.0074,-8.11095,17.9475841522217
-47.0074,-8.1098,18.2947559356689
-47.0074,-8.10865,18.6030502319336
-47.0074,-8.1075,18.8876914978027
-47.0074,-8.10635,19.170389175415
-47.0074,-8.1052,19.4563846588135
-47.0074,-8.10405,19.7362060546875
-47.0074,-8.1029,20.0070190429688
-47.0074,-8.10175,20.2638072967529
-47.0074,-8.1006,20.495361328125
-47.0074,-8.09945,20.6795635223389
-47.0074,-8.0983,20.8044605255127
-47.0074,-8.09715,20.8814315795898
-47.0074,-8.096,20.9371547698975
-47.0074,-8.09485,20.9916954040527
-47.0074,-8.0937,21.0412464141846
-47.0074,-8.09255,21.0798664093018
-47.0074,-8.0914,21.0869331359863
-47.0074,-8.09025,21.0335426330566
-47.0074,-8.0891,20.9256725311279
-47.0074,-8.08795,20.8025379180908
-47.0074,-8.0868,20.6747493743896
-47.0074,-8.08565,20.4894733428955
-47.0074,-8.0845,20.245569229126
-47.0074,-8.08335,20.0220813751221
-47.0074,-8.0822,19.859489440918
-47.0074,-8.08105,19.746223449707
-47.0074,-8.0799,19.6366233825684
-47.0074,-8.07875,19.4766788482666
-47.0074,-8.0776,19.2532196044922
-47.0074,-8.07645,18.9968681335449
-47.0074,-8.0753,18.7576065063477
-47.0074,-8.07415,18.5397071838379
-47.0074,-8.073,18.2949256896973
-47.0074,-8.07185,18.0067481994629
-47.0074,-8.0707,17.7024040222168
-47.0074,-8.06955,17.3851909637451
-47.0074,-8.0684,17.0184803009033
-47.0074,-8.06725,16.5812282562256
-47.0074,-8.0661,16.0909061431885
-47.0074,-8.06495,15.5593099594116
-47.0074,-8.0638,14.9967107772827
-47.0074,-8.06265,14.4367790222168
-47.0074,-8.0615,13.8979949951172
-47.0074,-8.06035,13.3547630310059
-47.0074,-8.0592,12.7885074615479
-47.0074,-8.05805,12.2141809463501
-47.0074,-8.0569,11.6860599517822
-47.0074,-8.05575,11.2463817596436
-47.0074,-8.0546,10.8883743286133
-47.0074,-8.05345,10.6419162750244
-47.0074,-8.0523,10.5353412628174
-47.0074,-8.05115,10.5065784454346
-47.0074,-8.05,10.5615825653076
-47.0074,-8.04885,10.7610721588135
-47.0074,-8.0477,11.1134386062622
-47.0074,-8.04655,11.5659856796265
-47.0074,-8.0454,12.0880937576294
-47.0074,-8.04425,12.6485080718994
-47.0074,-8.0431,13.1657085418701
-47.0074,-8.04195,13.5729427337646
-47.0074,-8.0408,13.8846006393433
-47.0074,-8.03965,14.2626619338989
-47.0074,-8.0385,15.0296268463135
-47.0074,-8.03735,16.2512073516846
-47.0074,-8.0362,17.4333629608154
-47.0074,-8.03505,18.2618827819824
-47.0074,-8.0339,19.0250511169434
-47.0074,-8.03275,19.9761409759521
-47.0074,-8.0316,21.0972690582275
-47.0074,-8.03045,22.2502861022949
-47.0074,-8.0293,23.3929538726807
-47.0074,-8.02815,24.6021862030029
-47.0074,-8.027,25.8794994354248
-47.0074,-8.02585,27.1696033477783
-47.0074,-8.0247,28.4455127716064
-47.0074,-8.02355,29.6962432861328
-47.0074,-8.0224,30.9152717590332
-47.0074,-8.02125,32.124683380127
-47.0074,-8.0201,33.3583679199219
-47.0074,-8.01895,34.6562347412109
-47.0074,-8.0178,35.9963912963867
-47.0074,-8.01665,37.2774810791016
-47.0074,-8.0155,38.4921264648438
-47.0074,-8.01435,39.6992835998535
-47.0074,-8.0132,40.8822593688965
-47.0074,-8.01205,42.01171875
-47.0074,-8.0109,43.102855682373
-47.0074,-8.00975,44.1703758239746
-47.0074,-8.0086,45.1466102600098
-47.0074,-8.00745,45.8704566955566
-47.0074,-8.0063,46.3439102172852
-47.0074,-8.00515,47.0170631408691
-47.0074,-8.004,48.331428527832
-47.0074,-8.00285,50.0640563964844
-47.0074,-8.0017,51.5785064697266
-47.0074,-8.00055,52.5829963684082
-47.0074,-7.9994,53.2192649841309
-47.0074,-7.99825,53.8249931335449
-47.0074,-7.9971,54.555980682373
-47.0074,-7.99595,55.2948799133301
-47.0074,-7.9948,55.9676666259766
-47.0074,-7.99365,56.6637916564941
-47.0074,-7.9925,57.4211502075195
-47.0074,-7.99135,58.1796493530273
-47.0074,-7.9902,58.8650779724121
-47.0074,-7.98905,59.4126663208008
-47.0074,-7.9879,59.855884552002
-47.0074,-7.98675,60.2924880981445
-47.0074,-7.9856,60.6941680908203
-47.0074,-7.98445,60.9610710144043
-47.0074,-7.9833,61.106029510498
-47.0074,-7.98215,61.1917877197266
-47.0074,-7.981,61.1970367431641
-47.0074,-7.97985,61.1122703552246
-47.0074,-7.9787,60.9511299133301
-47.0074,-7.97755,60.7257041931152
-47.0074,-7.9764,60.492862701416
-47.0074,-7.97525,60.284236907959
-47.0074,-7.9741,60.0523986816406
-47.0074,-7.97295,59.7440757751465
-47.0074,-7.9718,59.3575897216797
-47.0074,-7.97065,58.8972244262695
-47.0074,-7.9695,58.3344345092773
-47.0074,-7.96835,57.6212348937988
-47.0074,-7.9672,56.6443481445313
-47.0074,-7.96605,55.1957778930664
-47.0074,-7.9649,53.4160919189453
-47.0074,-7.96375,52.2742500305176
-47.0074,-7.9626,52.344352722168
-47.0074,-7.96145,52.7284469604492
-47.0074,-7.9603,52.5966186523438
-47.0074,-7.95915,51.9988059997559
-47.0074,-7.958,51.188117980957
-47.0074,-7.95685,50.2770652770996
-47.0074,-7.9557,49.2826957702637
-47.0074,-7.95455,48.148811340332
-47.0074,-7.9534,46.914421081543
-47.0074,-7.95225,45.8809280395508
-47.0074,-7.9511,45.3329696655273
-47.0074,-7.94995,45.1695251464844
-47.0074,-7.9488,45.0830955505371
-47.0074,-7.94765,44.9033622741699
-47.0074,-7.9465,44.6667861938477
-47.0074,-7.94535,44.4883003234863
-47.0074,-7.9442,44.4276008605957
-47.0074,-7.94305,44.5010070800781
-47.0074,-7.9419,44.723072052002
-47.0074,-7.94075,45.0522956848145
-47.0074,-7.9396,45.408504486084
-47.0074,-7.93845,45.8324508666992
-47.0074,-7.9373,46.4556617736816
-47.0074,-7.93615,47.2602081298828
-47.0074,-7.935,48.1182899475098
-47.0074,-7.93385,48.9707794189453
-47.0074,-7.9327,49.7828140258789
-47.00625,-8.2317,17.2934646606445
-47.00625,-8.23055,17.5814151763916
-47.00625,-8.2294,17.8662433624268
-47.00625,-8.22825,18.1533527374268
-47.00625,-8.2271,18.4349594116211
-47.00625,-8.22595,18.6754837036133
-47.00625,-8.2248,18.8537254333496
-47.00625,-8.22365,18.9830951690674
-47.00625,-8.2225,19.0969390869141
-47.00625,-8.22135,19.2236976623535
-47.00625,-8.2202,19.364990234375
-47.00625,-8.21905,19.4912815093994
-47.00625,-8.2179,19.598575592041
-47.00625,-8.21675,19.7165031433105
-47.00625,-8.2156,19.8351783752441
-47.00625,-8.21445,19.9280490875244
-47.00625,-8.2133,19.996862411499
-47.00625,-8.21215,20.0610046386719
-47.00625,-8.211,20.1356620788574
-47.00625,-8.20985,20.2064399719238
-47.00625,-8.2087,20.2773952484131
-47.00625,-8.20755,20.4091796875
-47.00625,-8.2064,20.6419582366943
-47.00625,-8.20525,20.9231071472168
-47.00625,-8.2041,21.1927719116211
-47.00625,-8.20295,21.4387054443359
-47.00625,-8.2018,21.709228515625
-47.00625,-8.20065,22.1186771392822
-47.00625,-8.1995,22.6935615539551
-47.00625,-8.19835,23.2467861175537
-47.00625,-8.1972,23.6862640380859
-47.00625,-8.19605,24.1023864746094
-47.00625,-8.1949,24.5536079406738
-47.00625,-8.19375,25.0205459594727
-47.00625,-8.1926,25.4347229003906
-47.00625,-8.19145,25.7891006469727
-47.00625,-8.1903,26.136344909668
-47.00625,-8.18915,26.4866638183594
-47.00625,-8.188,26.8195629119873
-47.00625,-8.18685,27.1459217071533
-47.00625,-8.1857,27.4839935302734
-47.00625,-8.18455,27.800365447998
-47.00625,-8.1834,28.1226005554199
-47.00625,-8.18225,28.4757995605469
-47.00625,-8.1811,28.8240528106689
-47.00625,-8.17995,29.1587009429932
-47.00625,-8.1788,29.5056686401367
-47.00625,-8.17765,29.8632011413574
-47.00625,-8.1765,30.193920135498
-47.00625,-8.17535,30.4769515991211
-47.00625,-8.1742,30.7385406494141
-47.00625,-8.17305,31.0063362121582
-47.00625,-8.1719,31.2857627868652
-47.00625,-8.17075,31.5677585601807
-47.00625,-8.1696,31.809476852417
-47.00625,-8.16845,31.9947490692139
-47.00625,-8.1673,32.1583137512207
-47.00625,-8.16615,32.3084869384766
-47.00625,-8.165,32.414794921875
-47.00625,-8.16385,32.4473648071289
-47.00625,-8.1627,32.3908920288086
-47.00625,-8.16155,32.238826751709
-47.00625,-8.1604,31.9634323120117
-47.00625,-8.15925,31.5726528167725
-47.00625,-8.1581,31.1177387237549
-47.00625,-8.15695,30.615873336792
-47.00625,-8.1558,30.0505256652832
-47.00625,-8.15465,29.3900699615479
-47.00625,-8.1535,28.6056880950928
-47.00625,-8.15235,27.7207698822021
-47.00625,-8.1512,26.8119735717773
-47.00625,-8.15005,25.8912696838379
-47.00625,-8.1489,24.9131088256836
-47.00625,-8.14775,23.9125423431396
-47.00625,-8.1466,22.9822101593018
-47.00625,-8.14545,22.1281147003174
-47.00625,-8.1443,21.295768737793
-47.00625,-8.14315,20.5143089294434
-47.00625,-8.142,19.8404426574707
-47.00625,-8.14085,19.2375755310059
-47.00625,-8.1397,18.669095993042
-47.00625,-8.13855,18.1255226135254
-47.00625,-8.1374,17.6201267242432
-47.00625,-8.13625,17.1343154907227
-47.00625,-8.1351,16.6357841491699
-47.00625,-8.13395,16.1620426177979
-47.00625,-8.1328,15.8209009170532
-47.00625,-8.13165,15.621488571167
-47.00625,-8.1305,15.4276943206787
-47.00625,-8.12935,15.1118927001953
-47.00625,-8.1282,14.7622833251953
-47.00625,-8.12705,14.6386737823486
-47.00625,-8.1259,14.7676830291748
-47.00625,-8.12475,14.9422292709351
-47.00625,-8.1236,15.0919275283813
-47.00625,-8.12245,15.2484750747681
-47.00625,-8.1213,15.4027910232544
-47.00625,-8.12015,15.575514793396
-47.00625,-8.119,15.8046741485596
-47.00625,-8.11785,16.0809478759766
-47.00625,-8.1167,16.3709087371826
-47.00625,-8.11555,16.6624984741211
-47.00625,-8.1144,16.9737854003906
-47.00625,-8.11325,17.3414154052734
-47.00625,-8.1121,17.762300491333
-47.00625,-8.11095,18.160364151001
-47.00625,-8.1098,18.4936428070068
-47.00625,-8.10865,18.7783584594727
-47.00625,-8.1075,19.0360450744629
-47.00625,-8.10635,19.2931308746338
-47.00625,-8.1052,19.562162399292
-47.00625,-8.10405,19.8365535736084
-47.00625,-8.1029,20.1007461547852
-47.00625,-8.10175,20.3384494781494
-47.00625,-8.1006,20.5517425537109
-47.00625,-8.09945,20.7325382232666
-47.00625,-8.0983,20.8588104248047
-47.00625,-8.09715,20.9300765991211
-47.00625,-8.096,20.9859981536865
-47.00625,-8.09485,21.0486850738525
-47.00625,-8.0937,21.1037731170654
-47.00625,-8.09255,21.154426574707
-47.00625,-8.0914,21.1851539611816
-47.00625,-8.09025,21.1431694030762
-47.00625,-8.0891,21.0259895324707
-47.00625,-8.08795,20.9079933166504
-47.00625,-8.0868,20.8210220336914
-47.00625,-8.08565,20.6516399383545
-47.00625,-8.0845,20.3630714416504
-47.00625,-8.08335,20.1108360290527
-47.00625,-8.0822,19.9725246429443
-47.00625,-8.08105,19.8984031677246
-47.00625,-8.0799,19.8217887878418
-47.00625,-8.07875,19.6971950531006
-47.00625,-8.0776,19.51589012146
-47.00625,-8.07645,19.296028137207
-47.00625,-8.0753,19.0728874206543
-47.00625,-8.07415,18.8569278717041
-47.00625,-8.073,18.6134452819824
-47.00625,-8.07185,18.3305988311768
-47.00625,-8.0707,18.032844543457
-47.00625,-8.06955,17.7225379943848
-47.00625,-8.0684,17.3653621673584
-47.00625,-8.06725,16.9399147033691
-47.00625,-8.0661,16.4609451293945
-47.00625,-8.06495,15.9357681274414
-47.00625,-8.0638,15.370795249939
-47.00625,-8.06265,14.8005094528198
-47.00625,-8.0615,14.2477769851685
-47.00625,-8.06035,13.6972017288208
-47.00625,-8.0592,13.1324300765991
-47.00625,-8.05805,12.5578603744507
-47.00625,-8.0569,12.025182723999
-47.00625,-8.05575,11.5894060134888
-47.00625,-8.0546,11.2498788833618
-47.00625,-8.05345,11.018087387085
-47.00625,-8.0523,10.9038829803467
-47.00625,-8.05115,10.8582601547241
-47.00625,-8.05,10.888617515564
-47.00625,-8.04885,11.0615434646606
-47.00625,-8.0477,11.3969860076904
-47.00625,-8.04655,11.8248777389526
-47.00625,-8.0454,12.3108539581299
-47.00625,-8.04425,12.8411464691162
-47.00625,-8.0431,13.3502006530762
-47.00625,-8.04195,13.7698764801025
-47.00625,-8.0408,14.0947666168213
-47.00625,-8.03965,14.4627475738525
-47.00625,-8.0385,15.1580991744995
-47.00625,-8.03735,16.218807220459
-47.00625,-8.0362,17.2348918914795
-47.00625,-8.03505,18.0059070587158
-47.00625,-8.0339,18.791187286377
-47.00625,-8.03275,19.7542781829834
-47.00625,-8.0316,20.8507919311523
-47.00625,-8.03045,21.9857349395752
-47.00625,-8.0293,23.1291790008545
-47.00625,-8.02815,24.3240203857422
-47.00625,-8.027,25.5698738098145
-47.00625,-8.02585,26.8378009796143
-47.00625,-8.0247,28.0952472686768
-47.00625,-8.02355,29.3212699890137
